feature,coefficient
cpu_serie_3.0,-0.3925109042725803
marque_MYTEK,0.32756850121184306
marque_MSI,0.2499720063359871
cpu_serie_5.0,-0.1937213984028939
marque_HP,0.17914271623317973
marque_LENOVO,0.16863970877662005
marque_DELL,0.07530092989899088
cpu_serie_7.0,0.024594745073210585
ram_go,0.016958536307335143
stockage_go,0.0006510758324174622
