feature,importance
ram_go,0.4913588572729076
cpu_serie_7.0,0.295037784380297
cpu_serie_5.0,0.08884167267594653
os_platform_Windows 11 Pro,0.07765118086646287
taille_ecran,0.04711050480438592
stockage_go,0.0
