feature,importance
stockage_go,0.9735293816644236
ram_go,0.022638609666504925
cpu_serie_7.0,0.0016719099108120838
cpu_serie_9.0,0.0014154934218243655
os_platform_Windows 11 Pro,0.0007446053364349613
taille_ecran,0.0
