feature,importance
taille_ecran,0.21531180298800345
cpu_brand_Qualcomm,0.2049675539476513
has_wifi6,0.20359321715903986
ram_go,0.15807511001416996
stockage_go,0.12452157105901647
has_wifi,0.05273362799484647
has_bluetooth,0.04079711683727253
