feature,coefficient,std_err,p_value,pct_effect
const,6.39704368222539,1.6056451725960479,6.773763430109303e-05,
marque_SAMSUNG,1.2210733683196782,0.1641895817813221,1.0301915767017887e-13,239.08253855483235
cpu_brand_MediaTek,0.8634002682650288,0.18151810704240928,1.9692778140822597e-06,137.1209750739216
cpu_brand_Qualcomm,0.8568539970825391,0.1695456962495257,4.330521917633446e-07,135.57378655107297
marque_TECNO,-0.4107427995571787,0.1269559091207833,0.0012150711488112154,-33.68425259360218
has_4g,0.3892351674469886,0.09062776554704657,1.7478968191592306e-05,47.58515827750618
has_wifi,0.30356416661978286,0.21659933103709655,0.16106432587020536,35.46785132943315
marque_VIVO,0.2034330315115617,0.16188960269700778,0.20889279308932096,22.56030781073004
taille_ecran,-0.16198934758779654,0.26967295805420866,0.5480477198286591,-16.198934758779654
marque_INFINIX,-0.13209834867631662,0.16251572821706062,0.41631310060015414,-12.37451876594461
cpu_brand_Samsung Exynos,0.08550235194128301,0.14589010883158798,0.5578260072611871,8.92641232263125
marque_OPPO,-0.06061533603379906,0.12768979607080347,0.6349952918806514,-5.881478981105992
marque_XIAOMI,-0.021366520470328557,0.15816886390791637,0.8925432726518895,-2.113987346123003
stockage_go,0.0024342459956857234,0.0003229531286874871,4.792168962215286e-14,0.24342459956857235
ram_go,0.0018136235875435781,0.016343264594868366,0.9116395775635426,0.1813623587543578
