nom,url,prix_tnd,marque,ram_go,stockage_go,taille_ecran,os_platform,has_bluetooth,semaine,gamme_prix,cluster_id,cluster_direct
Téléphone Portable AMI C14 FASHION 2- Marron Foncé,https://www.mytek.tn/telephone-portable-ami-c14-fashion-2-marron-fonce.html,39.9,AMI,0.0203125,32.0,1.8,Autres,1,3,Économique,AMI::Économique::c0,1
Téléphone Portable AMI C14 FASHION 2- Bleu Noir,https://www.mytek.tn/telephone-portable-ami-c14-fashion-2-bleu-noir.html,39.9,AMI,0.0203125,32.0,1.8,Autres,1,3,Économique,AMI::Économique::c0,1
Téléphone Portable AMI F35 Strong 2  - Noir Champagne,https://www.mytek.tn/telephone-portable-ami-f35-strong-2-noir-orange.html,79.9,AMI,51.2109375,16.0,2.4,Autres,1,3,Économique,AMI::Économique::c1,1
Téléphone Portable AMI F35 Strong 2 - Noir Gris,https://www.mytek.tn/telephone-portable-ami-f35-strong-2-noir-gris.html,79.9,AMI,51.2109375,16.0,2.4,Autres,1,3,Économique,AMI::Économique::c1,1
Téléphone Portable AMI F35 Strong 2  - Vert Silver,https://www.mytek.tn/telephone-portable-ami-f35-strong-2-vert-silver.html,79.9,AMI,51.2109375,16.0,2.4,Autres,1,3,Économique,AMI::Économique::c1,1
Téléphone Portable AMI D20 Strong 1 - Couleur Noir,https://www.mytek.tn/telephone-portable-ami-d20-strong-1-couleur-noir.html,79.9,AMI,51.2109375,16.0,2.4,Autres,1,3,Économique,AMI::Économique::c1,1
Téléphone Portable AMI D20 Strong 1- Couleur Bleu,https://www.mytek.tn/telephone-portable-ami-d20-strong-1-couleur-bleu.html,79.9,AMI,51.2109375,16.0,2.4,Autres,1,3,Économique,AMI::Économique::c1,1
Téléphone Portable AMI D20 Strong 1- Couleur Vert,https://www.mytek.tn/telephone-portable-ami-d20-strong-1-couleur-vert.html,79.9,AMI,51.2109375,16.0,2.4,Autres,1,3,Économique,AMI::Économique::c1,1
Téléphone Portable AMI C14 Style 3 - Noir Gris,https://www.mytek.tn/telephone-portable-ami-c14-style-3-noir-gris.html,35.9,AMI,16.0,32.0,1.77,Autres,1,4,Économique,AMI::Économique::c0,1
Téléphone Portable AMI C14 Style 3 - Bleu Champagne,https://www.mytek.tn/telephone-portable-ami-c14-style-3-bleu-champagne.html,35.9,AMI,16.0,32.0,1.77,Autres,1,4,Économique,AMI::Économique::c0,1
Téléphone Portable AMI C14 Style 3 - Noir Vert,https://www.mytek.tn/telephone-portable-ami-c14-style-3-noir-vert.html,35.9,AMI,16.0,32.0,1.77,Autres,1,4,Économique,AMI::Économique::c0,1
Téléphone Portable AMI C14 Style 4 -Bleu Noir,https://www.mytek.tn/telephone-portable-ami-c14-style-4-bleu-noir.html,35.9,AMI,16.0,32.0,1.77,Autres,1,4,Économique,AMI::Économique::c0,1
Téléphone Portable AMI C14 Style 4 - Noir,https://www.mytek.tn/telephone-portable-ami-c14-style-4-noir.html,35.9,AMI,16.0,32.0,1.77,Autres,1,4,Économique,AMI::Économique::c0,1
Téléphone Portable AMI C14 Style 4 - Vert Noir,https://www.mytek.tn/telephone-portable-ami-c14-style-4-vert-noir.html,35.9,AMI,16.0,32.0,1.77,Autres,1,4,Économique,AMI::Économique::c0,1
Téléphone Portable AMI C14 FASHION 1- Couleur Noir,https://www.mytek.tn/telephone-portable-ami-c14-fashion-1-couleur-noir.html,39.9,AMI,0.0203125,32.0,1.8,Autres,1,4,Économique,AMI::Économique::c0,1
Téléphone Portable AMI C14 FASHION 1- Couleur Vert,https://www.mytek.tn/telephone-portable-ami-c14-fashion-1-couleur-vert.html,39.9,AMI,0.0203125,32.0,1.8,Autres,1,4,Économique,AMI::Économique::c0,1
Téléphone Portable AMI C14 FASHION 2- Marron Foncé,https://www.mytek.tn/telephone-portable-ami-c14-fashion-2-marron-fonce.html,39.9,AMI,0.0203125,32.0,1.8,Autres,1,4,Économique,AMI::Économique::c0,1
Téléphone Portable AMI C14 FASHION 2- Bleu Noir,https://www.mytek.tn/telephone-portable-ami-c14-fashion-2-bleu-noir.html,39.9,AMI,0.0203125,32.0,1.8,Autres,1,4,Économique,AMI::Économique::c0,1
Téléphone Portable AMI F35 Strong 2  - Noir Champagne,https://www.mytek.tn/telephone-portable-ami-f35-strong-2-noir-orange.html,79.9,AMI,51.2109375,16.0,2.4,Autres,1,4,Économique,AMI::Économique::c1,1
Téléphone Portable AMI F35 Strong 2 - Noir Gris,https://www.mytek.tn/telephone-portable-ami-f35-strong-2-noir-gris.html,79.9,AMI,51.2109375,16.0,2.4,Autres,1,4,Économique,AMI::Économique::c1,1
Téléphone Portable AMI F35 Strong 2  - Vert Silver,https://www.mytek.tn/telephone-portable-ami-f35-strong-2-vert-silver.html,79.9,AMI,51.2109375,16.0,2.4,Autres,1,4,Économique,AMI::Économique::c1,1
Téléphone Portable AMI D20 Strong 1 - Couleur Noir,https://www.mytek.tn/telephone-portable-ami-d20-strong-1-couleur-noir.html,79.9,AMI,51.2109375,16.0,2.4,Autres,1,4,Économique,AMI::Économique::c1,1
Téléphone Portable AMI D20 Strong 1- Couleur Bleu,https://www.mytek.tn/telephone-portable-ami-d20-strong-1-couleur-bleu.html,79.9,AMI,51.2109375,16.0,2.4,Autres,1,4,Économique,AMI::Économique::c1,1
Téléphone Portable AMI D20 Strong 1- Couleur Vert,https://www.mytek.tn/telephone-portable-ami-d20-strong-1-couleur-vert.html,79.9,AMI,51.2109375,16.0,2.4,Autres,1,4,Économique,AMI::Économique::c1,1
Téléphone Portable SMARTEC V2 - Noir,https://www.mytek.tn/telephone-portable-smartec-v2-noir.html,39.0,SMARTEC,0.02578125,32.0,2.0,Inconnu,1,1,Économique,SMARTEC::Économique::c1,4
Téléphone Portable SMARTEC V2 - Blanc,https://www.mytek.tn/telephone-portable-smartec-v2-blanc.html,39.0,SMARTEC,0.02578125,32.0,2.0,Inconnu,1,1,Économique,SMARTEC::Économique::c1,4
"Téléphone Portable Smartec V1 Double SIM 2"" - Bleu",https://www.mytek.tn/telephone-portable-smartec-v1-double-sim-2-bleu.html,39.0,SMARTEC,0.03125,32.0,2.0,Autres,1,1,Économique,SMARTEC::Économique::c0,1
Téléphone Portable SMARTEC V2 - Bleu,https://www.mytek.tn/telephone-portable-smartec-v2-bleu.html,39.0,SMARTEC,0.03125,32.0,2.0,Inconnu,1,1,Économique,SMARTEC::Économique::c1,4
"Téléphone Portable SMARTEC V1 Écran 2"" LCD 800 mAh - Noir",https://www.mytek.tn/telephone-portable-smartec-v1-ecran-2-lcd-800-mah-noir.html,39.0,SMARTEC,0.03125,32.0,2.0,Autres,1,1,Économique,SMARTEC::Économique::c0,1
Téléphone Portable SMARTEC V2 - Rose,https://www.mytek.tn/telephone-portable-smartec-v2-rose.html,39.0,SMARTEC,0.03125,32.0,2.0,Inconnu,1,1,Économique,SMARTEC::Économique::c1,4
Téléphone Portable SMARTEC V1 Double SIM 800mAh - bleu foncé,https://www.mytek.tn/telephone-portable-smartec-v1-double-sim-800mah-bleu-fonce.html,39.0,SMARTEC,0.03125,32.0,2.0,Autres,1,1,Économique,SMARTEC::Économique::c0,1
Téléphone Portable SMARTEC V1 Écran 2.0” 800mAh - Gris,https://www.mytek.tn/telephone-portable-smartec-v1-ecran-2-0-800mah-gris.html,39.0,SMARTEC,0.03125,32.0,2.0,Autres,1,1,Économique,SMARTEC::Économique::c0,1
Téléphone Portable SMARTEC POWER X1 1400 mAh - Noir,https://www.mytek.tn/telephone-portable-smartec-power-x1-1400-mah-noir.html,59.0,SMARTEC,0.03125,32.0,1.4,Autres,1,1,Économique,SMARTEC::Économique::c0,1
Téléphone Portable SMARTEC POWER X1 Double SIM 1400 mAh - bleu,https://www.mytek.tn/telephone-portable-smartec-power-x1-double-sim-1400-mah-bleu.html,59.0,SMARTEC,0.03125,32.0,1.4,Autres,1,1,Économique,SMARTEC::Économique::c0,1
Téléphone Portable SMARTEC F1 FLIP - Noir,https://www.mytek.tn/telephone-portable-smartec-f1-flip-noir.html,85.0,SMARTEC,0.02421875,32.0,2.4,Inconnu,0,1,Milieu de gamme,SMARTEC::Milieu de gamme::c1,4
Téléphone Portable SMARTEC F1 FLIP - Bleu,https://www.mytek.tn/telephone-portable-smartec-f1-flip-bleu.html,85.0,SMARTEC,0.02421875,32.0,2.4,Autres,0,1,Milieu de gamme,SMARTEC::Milieu de gamme::c0,2
Téléphone Portable SMARTEC F1 FLIP - Gris,https://www.mytek.tn/telephone-portable-smartec-f1-flip-gris.html,85.0,SMARTEC,0.02421875,32.0,2.4,Autres,0,1,Milieu de gamme,SMARTEC::Milieu de gamme::c0,2
Téléphone Portable SMARTEC F1 FLIP - Rouge,https://www.mytek.tn/telephone-portable-smartec-f1-flip-rouge.html,85.0,SMARTEC,0.02421875,32.0,2.4,Inconnu,0,1,Milieu de gamme,SMARTEC::Milieu de gamme::c1,4
Téléphone Portable SMARTEC V2 - Noir,https://www.mytek.tn/telephone-portable-smartec-v2-noir.html,39.0,SMARTEC,0.03125,181.0,2.0,Inconnu,1,2,Économique,SMARTEC::Économique::c1,4
Téléphone Portable SMARTEC V2 - Bleu,https://www.mytek.tn/telephone-portable-smartec-v2-bleu.html,39.0,SMARTEC,0.03125,181.0,2.0,Inconnu,1,2,Économique,SMARTEC::Économique::c1,4
"Téléphone Portable Smartec V1 Double SIM 2"" - Bleu",https://www.mytek.tn/telephone-portable-smartec-v1-double-sim-2-bleu.html,39.0,SMARTEC,0.03125,32.0,2.0,Autres,1,2,Économique,SMARTEC::Économique::c0,1
Téléphone Portable SMARTEC V1 Écran 2.0” 800mAh - Gris,https://www.mytek.tn/telephone-portable-smartec-v1-ecran-2-0-800mah-gris.html,39.0,SMARTEC,0.03125,181.0,2.0,Autres,1,2,Économique,SMARTEC::Économique::c0,1
"Téléphone Portable SMARTEC V1 Écran 2"" LCD 800 mAh - Noir",https://www.mytek.tn/telephone-portable-smartec-v1-ecran-2-lcd-800-mah-noir.html,39.0,SMARTEC,0.03125,181.0,2.0,Autres,1,2,Économique,SMARTEC::Économique::c0,1
Téléphone Portable SMARTEC V1 Double SIM 800mAh - bleu foncé,https://www.mytek.tn/telephone-portable-smartec-v1-double-sim-800mah-bleu-fonce.html,39.0,SMARTEC,0.03125,181.0,2.0,Autres,1,2,Économique,SMARTEC::Économique::c0,1
Téléphone Portable SMARTEC V2 - Blanc,https://www.mytek.tn/telephone-portable-smartec-v2-blanc.html,39.0,SMARTEC,0.03125,181.0,2.0,Inconnu,1,2,Économique,SMARTEC::Économique::c1,4
Téléphone Portable SMARTEC V2 - Rose,https://www.mytek.tn/telephone-portable-smartec-v2-rose.html,39.0,SMARTEC,0.03125,181.0,2.0,Inconnu,1,2,Économique,SMARTEC::Économique::c1,4
Téléphone Portable SMARTEC F1 FLIP - Noir,https://www.mytek.tn/telephone-portable-smartec-f1-flip-noir.html,85.0,SMARTEC,51.21875,16.0,2.4,Inconnu,0,2,Milieu de gamme,SMARTEC::Milieu de gamme::c1,4
Téléphone Portable SMARTEC F1 FLIP - Bleu,https://www.mytek.tn/telephone-portable-smartec-f1-flip-bleu.html,85.0,SMARTEC,51.21875,16.0,2.4,Autres,0,2,Milieu de gamme,SMARTEC::Milieu de gamme::c0,2
Téléphone Portable SMARTEC F1 FLIP - Gris,https://www.mytek.tn/telephone-portable-smartec-f1-flip-gris.html,85.0,SMARTEC,51.21875,16.0,2.4,Autres,0,2,Milieu de gamme,SMARTEC::Milieu de gamme::c0,2
Téléphone Portable SMARTEC F1 FLIP - Rouge,https://www.mytek.tn/telephone-portable-smartec-f1-flip-rouge.html,85.0,SMARTEC,51.21875,16.0,2.4,Inconnu,0,2,Milieu de gamme,SMARTEC::Milieu de gamme::c1,4
Téléphone Portable SMARTEC V2 - Noir,https://www.mytek.tn/telephone-portable-smartec-v2-noir.html,39.0,SMARTEC,0.03125,32.0,2.0,Inconnu,1,3,Économique,SMARTEC::Économique::c1,4
Téléphone Portable SMARTEC V2 - Blanc,https://www.mytek.tn/telephone-portable-smartec-v2-blanc.html,39.0,SMARTEC,0.03125,32.0,2.0,Inconnu,1,3,Économique,SMARTEC::Économique::c1,4
Téléphone Portable SMARTEC V2 - Rose,https://www.mytek.tn/telephone-portable-smartec-v2-rose.html,39.0,SMARTEC,0.03125,32.0,2.0,Inconnu,1,3,Économique,SMARTEC::Économique::c1,4
Téléphone Portable SMARTEC V2 - Bleu,https://www.mytek.tn/telephone-portable-smartec-v2-bleu.html,39.0,SMARTEC,0.03125,32.0,2.0,Inconnu,1,3,Économique,SMARTEC::Économique::c1,4
"Téléphone Portable Smartec V1 Double SIM 2"" - Bleu",https://www.mytek.tn/telephone-portable-smartec-v1-double-sim-2-bleu.html,39.0,SMARTEC,0.03125,32.0,2.0,Autres,1,3,Économique,SMARTEC::Économique::c0,1
