feature,importance
ram_go,0.37249690767364596
stockage_go,0.21967435678269556
taille_ecran,0.1982223285212693
has_wifi,0.18050832695732147
has_bluetooth,0.008646697201331089
has_5g,0.007222066414461957
cpu_brand_MediaTek,0.006515656361380665
cpu_brand_Qualcomm,0.0034177649744946983
has_4g,0.0032958951133992688
