categorie,marque,gamme,cluster,semaine_t,semaine_t1,n_produits_t,n_produits_t1,delta_prix_reel_pct,delta_estime_hedonic_pct,delta_estime_ridge_pct,delta_estime_rf_pct,ecart_residuel_pct,classification,cause_principale,accord_modeles,fiabilite_limitee,composition_stable,bootstrap_possible,ecart_residuel_ic_bas,ecart_residuel_ic_haut,ecart_residuel_p_value,ecart_residuel_significatif
pc_portables,GIGABYTE,Premium,c0,2,3,7,7,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-57.25,37.98,0.908,False
pc_portables,GIGABYTE,Premium,c0,3,4,7,7,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-57.07,37.67,0.97,False
pc_portables,GIGABYTE,Économique,c0,1,2,8,8,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-13.99,12.58,0.978,False
pc_portables,GIGABYTE,Économique,c0,2,3,8,7,-1.14,0.79,0.73,0.53,-1.93,Effectif du cluster modifié (8 → 7 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,True,False,False,True,-16.86,11.57,0.79,False
pc_portables,GIGABYTE,Économique,c0,3,4,7,7,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-15.14,13.73,0.962,False
pc_portables,HP,Milieu de gamme,c0,1,2,29,29,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-8.05,6.93,0.986,False
pc_portables,HP,Milieu de gamme,c0,2,3,29,25,0.01,-2.29,-2.28,-1.17,2.3,Effectif du cluster modifié (29 → 25 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,True,False,False,True,-5.15,9.47,0.586,False
pc_portables,HP,Milieu de gamme,c0,3,4,25,25,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-7.8,7.64,0.968,False
pc_portables,HP,Premium,c0,1,2,9,9,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-18.95,18.61,0.956,False
pc_portables,HP,Premium,c0,2,3,9,9,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-18.65,17.27,0.994,False
pc_portables,HP,Premium,c0,3,4,9,9,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-19.03,18.55,0.998,False
pc_portables,HP,Premium,c1,1,2,15,15,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-24.69,21.35,0.942,False
pc_portables,HP,Premium,c1,2,3,15,10,3.25,4.51,4.35,0.5,-1.26,Effectif du cluster modifié (15 → 10 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,True,False,False,True,-27.82,23.7,0.872,False
pc_portables,HP,Premium,c1,3,4,10,10,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-28.49,24.66,0.996,False
pc_portables,HP,Premium,c2,1,2,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-11.65,14.37,0.964,False
pc_portables,HP,Premium,c2,2,3,6,5,0.66,-1.2,-1.04,-1.9,1.85,Effectif du cluster modifié (6 → 5 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,True,False,False,True,-9.89,17.09,0.784,False
pc_portables,HP,Premium,c2,3,4,5,5,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-12.81,17.01,0.986,False
pc_portables,HP,Économique,c0,1,2,15,15,-0.65,0.0,0.0,0.0,-0.65,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-9.03,9.27,0.942,False
pc_portables,HP,Économique,c0,2,3,15,14,0.71,0.98,0.82,-0.22,-0.27,Effectif du cluster modifié (15 → 14 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,True,False,False,True,-8.73,8.71,0.978,False
pc_portables,HP,Économique,c0,3,4,14,15,-0.87,-0.97,-0.81,0.22,0.1,Effectif du cluster modifié (14 → 15 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,True,False,False,True,-8.76,9.37,0.932,False
pc_portables,HP,Économique,c1,1,2,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-8.24,7.07,0.938,False
pc_portables,HP,Économique,c1,2,3,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-7.92,7.12,0.98,False
pc_portables,HP,Économique,c1,3,4,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-7.8,7.03,0.992,False
pc_portables,HP,Économique,c2,1,2,11,11,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-6.09,5.61,0.94,False
pc_portables,HP,Économique,c2,2,3,11,9,0.45,0.65,0.63,0.51,-0.2,Effectif du cluster modifié (11 → 9 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,True,False,False,True,-6.49,6.0,0.87,False
pc_portables,HP,Économique,c2,3,4,9,9,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-6.95,6.78,0.978,False
pc_portables,LENOVO,Milieu de gamme,c0,1,2,11,11,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-5.56,5.1,0.982,False
pc_portables,LENOVO,Milieu de gamme,c0,2,3,11,11,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-5.04,5.35,0.954,False
pc_portables,LENOVO,Milieu de gamme,c0,3,4,11,11,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-5.76,5.26,0.956,False
pc_portables,LENOVO,Milieu de gamme,c1,1,2,11,11,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-5.58,6.03,0.974,False
pc_portables,LENOVO,Milieu de gamme,c1,2,3,11,11,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-5.91,5.63,0.954,False
pc_portables,LENOVO,Milieu de gamme,c1,3,4,11,11,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-5.22,5.92,0.924,False
pc_portables,LENOVO,Milieu de gamme,c2,1,2,12,12,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-16.5,17.71,0.952,False
pc_portables,LENOVO,Milieu de gamme,c2,2,3,12,12,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-15.01,17.64,0.968,False
pc_portables,LENOVO,Milieu de gamme,c2,3,4,12,12,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-15.62,16.52,0.97,False
pc_portables,LENOVO,Milieu de gamme,c3,1,2,7,7,-0.46,0.0,0.0,0.0,-0.46,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-17.69,14.22,0.996,False
pc_portables,LENOVO,Milieu de gamme,c3,2,3,7,7,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-17.48,15.05,0.962,False
pc_portables,LENOVO,Milieu de gamme,c3,3,4,7,7,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-17.45,14.12,0.964,False
pc_portables,LENOVO,Premium,c0,1,2,32,32,-0.1,0.0,0.0,0.0,-0.1,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-7.73,8.54,0.984,False
pc_portables,LENOVO,Premium,c0,2,3,32,27,-2.64,-0.5,-0.11,-2.2,-2.14,Effectif du cluster modifié (32 → 27 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,True,False,False,True,-9.49,5.76,0.614,False
pc_portables,LENOVO,Premium,c0,3,4,27,27,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-7.24,7.95,0.982,False
pc_portables,LENOVO,Premium,c1,1,2,10,10,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-26.93,22.96,0.91,False
pc_portables,LENOVO,Premium,c1,2,3,10,10,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-26.17,24.58,0.966,False
pc_portables,LENOVO,Premium,c1,3,4,10,10,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-24.88,25.35,0.96,False
pc_portables,LENOVO,Économique,c0,1,2,8,8,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-8.8,8.61,0.942,False
pc_portables,LENOVO,Économique,c0,2,3,8,7,1.65,1.89,1.82,1.46,-0.24,Effectif du cluster modifié (8 → 7 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,True,False,False,True,-10.14,9.18,0.898,False
pc_portables,LENOVO,Économique,c0,3,4,7,7,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-11.91,10.32,0.992,False
pc_portables,LENOVO,Économique,c1,1,2,18,17,-1.15,-0.01,0.21,0.22,-1.14,Effectif du cluster modifié (18 → 17 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,True,False,False,True,-5.19,3.12,0.636,False
pc_portables,LENOVO,Économique,c1,2,3,17,13,-0.21,0.72,-0.07,-0.1,-0.92,Effectif du cluster modifié (17 → 13 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,True,False,False,True,-5.14,3.47,0.692,False
pc_portables,LENOVO,Économique,c1,3,4,13,15,0.5,-0.5,0.28,0.3,1.0,Effectif du cluster modifié (13 → 15 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,True,False,False,True,-3.62,5.73,0.69,False
pc_portables,LENOVO,Économique,c2,1,2,11,10,1.23,0.67,0.71,1.6,0.56,Effectif du cluster modifié (11 → 10 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,True,False,False,True,-5.34,6.24,0.894,False
pc_portables,LENOVO,Économique,c2,2,3,10,9,-0.61,-0.36,-0.45,-3.34,-0.24,Effectif du cluster modifié (10 → 9 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,True,False,False,True,-6.74,6.08,0.95,False
pc_portables,LENOVO,Économique,c2,3,4,9,9,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-7.18,6.72,0.978,False
pc_portables,LENOVO,Économique,c3,1,2,5,5,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-6.99,6.2,0.998,False
pc_portables,LENOVO,Économique,c3,2,3,5,5,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-7.05,5.62,0.998,False
pc_portables,LENOVO,Économique,c3,3,4,5,5,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-6.5,5.46,0.986,False
pc_portables,MSI,Milieu de gamme,c0,1,2,6,6,-2.93,0.0,0.0,0.0,-2.93,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-24.94,17.93,0.76,False
pc_portables,MSI,Milieu de gamme,c0,2,3,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-21.32,20.79,0.988,False
pc_portables,MSI,Milieu de gamme,c0,3,4,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-24.3,21.93,0.974,False
pc_portables,MSI,Milieu de gamme,c1,1,2,10,10,-3.18,0.0,0.0,0.0,-3.18,Baisse de prix non liée aux caractéristiques (promotion / remise réelle),prix,True,False,True,True,-16.15,8.01,0.598,False
pc_portables,MSI,Milieu de gamme,c1,2,3,10,10,-0.35,0.0,0.0,0.0,-0.35,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-10.8,10.1,0.984,False
pc_portables,MSI,Milieu de gamme,c1,3,4,10,10,-0.42,0.0,0.0,0.0,-0.42,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-11.31,9.98,0.938,False
pc_portables,MSI,Milieu de gamme,c2,1,2,5,4,-1.56,-5.74,-5.67,-4.33,4.18,Effectif du cluster modifié (5 → 4 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,True,False,False,True,-10.36,21.12,0.628,False
pc_portables,MSI,Milieu de gamme,c2,2,3,4,4,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-9.98,10.13,0.996,False
pc_portables,MSI,Milieu de gamme,c2,3,4,4,4,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-10.39,10.09,0.928,False
pc_portables,MSI,Premium,c0,1,2,22,22,-1.2,0.0,0.0,0.0,-1.2,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-10.91,8.43,0.866,False
pc_portables,MSI,Premium,c0,2,3,22,22,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-10.11,10.26,0.998,False
pc_portables,MSI,Premium,c0,3,4,22,22,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-10.13,9.27,0.964,False
pc_portables,MSI,Économique,c0,1,2,10,6,-4.25,-2.59,-2.56,-1.61,-1.65,Effectif du cluster modifié (10 → 6 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,True,False,False,True,-14.34,12.01,0.802,False
pc_portables,MSI,Économique,c0,2,3,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-16.72,16.39,0.99,False
pc_portables,MSI,Économique,c0,3,4,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-16.04,16.47,0.968,False
pc_portables,MSI,Économique,c1,1,2,7,7,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-9.8,8.63,0.976,False
pc_portables,MSI,Économique,c1,2,3,7,7,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-8.39,9.41,0.994,False
pc_portables,MSI,Économique,c1,3,4,7,7,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-9.62,8.12,0.958,False
pc_portables,MSI,Économique,c2,1,2,7,6,-0.58,-0.16,-0.17,0.76,-0.43,Effectif du cluster modifié (7 → 6 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,True,False,False,True,-13.01,12.07,0.988,False
pc_portables,MSI,Économique,c2,2,3,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-12.45,13.65,0.988,False
pc_portables,MSI,Économique,c2,3,4,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-13.68,14.17,0.974,False
smartphones,HONOR,Milieu de gamme,c0,1,2,10,7,0.79,-11.79,-13.28,-0.91,12.58,Effectif du cluster modifié (10 → 7 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,True,False,False,True,-13.56,32.44,0.294,False
smartphones,HONOR,Milieu de gamme,c0,2,3,7,7,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-23.07,21.94,0.952,False
smartphones,HONOR,Milieu de gamme,c0,3,4,7,6,1.46,-6.64,-7.7,1.0,8.1,Effectif du cluster modifié (7 → 6 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,False,False,False,True,-7.89,26.68,0.356,False
smartphones,HONOR,Premium,c0,1,2,10,10,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-18.96,18.84,0.992,False
smartphones,HONOR,Premium,c0,2,3,10,10,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-18.6,21.31,0.954,False
smartphones,HONOR,Premium,c0,3,4,10,10,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-19.64,19.13,0.93,False
smartphones,HONOR,Économique,c0,1,2,10,9,0.77,0.26,1.43,-4.01,0.51,Effectif du cluster modifié (10 → 9 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,False,False,False,True,-7.41,8.65,0.92,False
smartphones,HONOR,Économique,c0,2,3,9,9,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-8.9,8.41,0.992,False
smartphones,HONOR,Économique,c0,3,4,9,9,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-8.26,8.64,0.998,False
smartphones,INFINIX,Milieu de gamme,c0,1,2,9,8,-1.04,-7.04,-7.93,-2.1,6.0,Effectif du cluster modifié (9 → 8 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,True,False,False,True,-2.65,16.72,0.386,False
smartphones,INFINIX,Milieu de gamme,c0,2,3,8,8,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-3.55,2.44,0.828,False
smartphones,INFINIX,Milieu de gamme,c0,3,4,8,8,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-3.55,2.44,0.8,False
smartphones,INFINIX,Premium,c0,1,2,5,5,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-5.36,6.24,0.736,False
smartphones,INFINIX,Premium,c0,2,3,5,5,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-5.36,6.24,0.742,False
smartphones,INFINIX,Premium,c0,3,4,5,5,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-5.36,6.24,0.74,False
smartphones,INFINIX,Économique,c0,1,2,8,8,1.16,0.0,0.0,0.0,1.16,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-2.97,5.47,0.58,False
smartphones,INFINIX,Économique,c0,2,3,8,8,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-4.63,4.86,0.794,False
smartphones,INFINIX,Économique,c0,3,4,8,8,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-4.63,4.86,0.856,False
smartphones,LESIA,Premium,c0,1,2,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-17.6,13.76,0.788,False
smartphones,LESIA,Premium,c0,2,3,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-17.6,13.76,0.794,False
smartphones,LESIA,Premium,c0,3,4,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-17.6,13.76,0.812,False
smartphones,LESIA,Économique,c0,1,2,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-14.15,12.31,0.988,False
smartphones,LESIA,Économique,c0,2,3,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-13.01,11.15,0.952,False
smartphones,LESIA,Économique,c0,3,4,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-11.21,11.3,0.952,False
smartphones,OPPO,Milieu de gamme,c0,1,2,7,7,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-14.21,12.96,0.956,False
smartphones,OPPO,Milieu de gamme,c0,2,3,7,7,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-13.19,12.87,0.994,False
smartphones,OPPO,Milieu de gamme,c0,3,4,7,7,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-13.19,12.89,0.964,False
smartphones,OPPO,Premium,c0,1,2,7,7,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-11.83,8.61,0.998,False
smartphones,OPPO,Premium,c0,2,3,7,6,-3.83,-5.9,-6.42,-4.3,2.07,Effectif du cluster modifié (7 → 6 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,True,False,False,True,-8.86,9.33,0.67,False
smartphones,OPPO,Premium,c0,3,4,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-11.59,8.01,0.93,False
smartphones,OPPO,Économique,c0,1,2,8,7,1.11,-0.21,0.41,1.12,1.32,Effectif du cluster modifié (8 → 7 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,True,False,False,True,-4.36,7.21,0.67,False
smartphones,OPPO,Économique,c0,2,3,7,7,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-5.74,5.96,0.97,False
smartphones,OPPO,Économique,c0,3,4,7,7,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-5.65,5.83,0.976,False
smartphones,OSCAL,Gamme unique,c0,1,2,7,7,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-11.5,14.33,0.984,False
smartphones,OSCAL,Gamme unique,c0,2,3,7,7,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-11.65,14.27,0.972,False
smartphones,OSCAL,Gamme unique,c0,3,4,7,7,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-11.53,14.18,0.948,False
smartphones,SAMSUNG,Milieu de gamme,c0,1,2,12,12,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-4.88,5.24,0.948,False
smartphones,SAMSUNG,Milieu de gamme,c0,2,3,12,12,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-4.88,4.69,0.98,False
smartphones,SAMSUNG,Milieu de gamme,c0,3,4,12,12,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-5.01,5.28,0.978,False
smartphones,SAMSUNG,Milieu de gamme,c1,1,2,9,9,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-14.19,13.5,0.954,False
smartphones,SAMSUNG,Milieu de gamme,c1,2,3,9,9,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-13.98,12.3,0.992,False
smartphones,SAMSUNG,Milieu de gamme,c1,3,4,9,9,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-14.43,13.22,0.978,False
smartphones,SAMSUNG,Milieu de gamme,c2,1,2,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-11.38,12.62,0.84,False
smartphones,SAMSUNG,Milieu de gamme,c2,2,3,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-11.38,12.62,0.864,False
smartphones,SAMSUNG,Milieu de gamme,c2,3,4,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-11.38,12.62,0.834,False
smartphones,SAMSUNG,Premium,c0,1,2,16,15,0.02,0.1,0.01,-0.03,-0.08,Effectif du cluster modifié (16 → 15 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,True,False,False,True,-24.43,13.03,0.972,False
smartphones,SAMSUNG,Premium,c0,2,3,15,15,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-22.98,13.41,0.948,False
smartphones,SAMSUNG,Premium,c0,3,4,15,15,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-24.63,13.07,0.982,False
smartphones,SAMSUNG,Premium,c1,1,2,9,9,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-21.48,13.77,0.96,False
smartphones,SAMSUNG,Premium,c1,2,3,9,8,3.09,4.32,1.25,1.25,-1.23,Effectif du cluster modifié (9 → 8 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,True,False,False,True,-27.3,15.05,0.892,False
smartphones,SAMSUNG,Premium,c1,3,4,8,9,-3.0,-4.14,-1.23,-1.23,1.14,Effectif du cluster modifié (8 → 9 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,True,False,False,True,-19.9,15.88,0.78,False
smartphones,SAMSUNG,Économique,c0,1,2,15,15,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-9.4,9.78,0.966,False
smartphones,SAMSUNG,Économique,c0,2,3,15,15,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-9.22,9.87,0.968,False
smartphones,SAMSUNG,Économique,c0,3,4,15,15,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-9.81,9.46,0.962,False
smartphones,SAMSUNG,Économique,c1,1,2,6,5,0.07,-6.37,-6.66,-6.11,6.44,Effectif du cluster modifié (6 → 5 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,True,False,False,True,-19.65,18.68,0.542,False
