categorie,marque,gamme,cluster,semaine,moyenne_geometrique,moyenne_estimee_ridge,moyenne_estimee_hedonic,moyenne_estimee_rf,erreur_ridge_pct,erreur_hedonic_pct,erreur_rf_pct,n_produits,source_ridge,source_hedonic,source_rf
pc_portables,HP,Économique,c1,4,1855.21,1878.66,1846.06,1863.08,1.26,-0.49,0.42,6,n1,n1,n1
pc_portables,HP,Économique,c2,1,2228.52,2758.73,2757.75,2524.59,23.79,23.75,13.29,11,n1,n1,n1
pc_portables,HP,Économique,c2,2,2228.52,2758.73,2757.75,2524.59,23.79,23.75,13.29,11,n1,n1,n1
pc_portables,HP,Économique,c2,3,2238.57,2776.15,2775.6,2537.44,24.01,23.99,13.35,9,n1,n1,n1
pc_portables,HP,Économique,c2,4,2238.57,2776.15,2775.6,2537.44,24.01,23.99,13.35,9,n1,n1,n1
pc_portables,LENOVO,Milieu de gamme,c0,1,3349.56,3358.14,3100.21,3329.72,0.26,-7.44,-0.59,11,n2,n1,n2
pc_portables,LENOVO,Milieu de gamme,c0,2,3349.56,3358.14,3100.21,3329.72,0.26,-7.44,-0.59,11,n2,n1,n2
pc_portables,LENOVO,Milieu de gamme,c0,3,3349.56,3358.14,3100.21,3329.72,0.26,-7.44,-0.59,11,n2,n1,n2
pc_portables,LENOVO,Milieu de gamme,c0,4,3349.56,3358.14,3100.21,3329.72,0.26,-7.44,-0.59,11,n2,n1,n2
pc_portables,LENOVO,Milieu de gamme,c1,1,3211.13,3242.81,2868.47,3175.91,0.99,-10.67,-1.1,11,n2,n1,n2
pc_portables,LENOVO,Milieu de gamme,c1,2,3211.13,3242.81,2868.47,3175.91,0.99,-10.67,-1.1,11,n2,n1,n2
pc_portables,LENOVO,Milieu de gamme,c1,3,3211.13,3242.81,2868.47,3175.91,0.99,-10.67,-1.1,11,n2,n1,n2
pc_portables,LENOVO,Milieu de gamme,c1,4,3211.13,3242.81,2868.47,3175.91,0.99,-10.67,-1.1,11,n2,n1,n2
pc_portables,LENOVO,Milieu de gamme,c2,1,2923.74,3210.41,3227.21,3005.98,9.8,10.38,2.81,12,n1,n1,n1
pc_portables,LENOVO,Milieu de gamme,c2,2,2923.74,3210.41,3227.21,3005.98,9.8,10.38,2.81,12,n1,n1,n1
pc_portables,LENOVO,Milieu de gamme,c2,3,2923.74,3210.41,3227.21,3005.98,9.8,10.38,2.81,12,n1,n1,n1
pc_portables,LENOVO,Milieu de gamme,c2,4,2923.74,3210.41,3227.21,3005.98,9.8,10.38,2.81,12,n1,n1,n1
pc_portables,LENOVO,Milieu de gamme,c3,1,2836.3,2707.86,2744.62,2848.71,-4.53,-3.23,0.44,7,n1,n1,categorie
pc_portables,LENOVO,Milieu de gamme,c3,2,2823.25,2707.86,2744.62,2848.71,-4.09,-2.79,0.9,7,n1,n1,categorie
pc_portables,LENOVO,Milieu de gamme,c3,3,2823.25,2707.86,2744.62,2848.71,-4.09,-2.79,0.9,7,n1,n1,categorie
pc_portables,LENOVO,Milieu de gamme,c3,4,2823.25,2707.86,2744.62,2848.71,-4.09,-2.79,0.9,7,n1,n1,categorie
pc_portables,LENOVO,Premium,c0,1,4578.41,4446.07,4473.59,4489.89,-2.89,-2.29,-1.93,32,n2,n2,n2
pc_portables,LENOVO,Premium,c0,2,4573.99,4446.07,4473.59,4489.89,-2.8,-2.2,-1.84,32,n2,n2,n2
pc_portables,LENOVO,Premium,c0,3,4453.07,4441.32,4451.19,4390.94,-0.26,-0.04,-1.4,27,n2,n2,n2
pc_portables,LENOVO,Premium,c0,4,4453.07,4441.32,4451.19,4390.94,-0.26,-0.04,-1.4,27,n2,n2,n2
pc_portables,LENOVO,Premium,c1,1,8258.19,6772.21,7309.88,7546.97,-17.99,-11.48,-8.61,10,n1,n1,categorie
pc_portables,LENOVO,Premium,c1,2,8258.19,6772.21,7309.88,7546.97,-17.99,-11.48,-8.61,10,n1,n1,categorie
pc_portables,LENOVO,Premium,c1,3,8258.19,6772.21,7309.88,7546.97,-17.99,-11.48,-8.61,10,n1,n1,categorie
pc_portables,LENOVO,Premium,c1,4,8258.19,6772.21,7309.88,7546.97,-17.99,-11.48,-8.61,10,n1,n1,categorie
pc_portables,LENOVO,Économique,c0,1,1748.1,2018.36,1996.44,1692.85,15.46,14.21,-3.16,8,n1,n1,n1
pc_portables,LENOVO,Économique,c0,2,1748.1,2018.36,1996.44,1692.85,15.46,14.21,-3.16,8,n1,n1,n1
pc_portables,LENOVO,Économique,c0,3,1776.92,2055.05,2034.13,1717.6,15.65,14.48,-3.34,7,n1,n1,n1
pc_portables,LENOVO,Économique,c0,4,1776.92,2055.05,2034.13,1717.6,15.65,14.48,-3.34,7,n1,n1,n1
pc_portables,LENOVO,Économique,c1,1,1281.07,1274.71,1850.64,1274.56,-0.5,44.46,-0.51,18,n2,n1,n2
pc_portables,LENOVO,Économique,c1,2,1266.34,1277.35,1850.48,1277.31,0.87,46.13,0.87,17,n2,n1,n2
pc_portables,LENOVO,Économique,c1,3,1263.72,1276.4,1863.72,1276.08,1.0,47.48,0.98,13,n2,n1,n2
pc_portables,LENOVO,Économique,c1,4,1270.05,1279.96,1854.46,1279.91,0.78,46.01,0.78,15,n2,n1,n2
pc_portables,LENOVO,Économique,c2,1,2056.25,2705.9,2702.11,2210.29,31.59,31.41,7.49,11,n1,n1,n1
pc_portables,LENOVO,Économique,c2,2,2081.61,2725.07,2720.33,2245.74,30.91,30.68,7.88,10,n1,n1,n1
pc_portables,LENOVO,Économique,c2,3,2068.96,2712.79,2710.44,2170.73,31.12,31.0,4.92,9,n1,n1,n1
pc_portables,LENOVO,Économique,c2,4,2068.96,2712.79,2710.44,2170.73,31.12,31.0,4.92,9,n1,n1,n1
pc_portables,LENOVO,Économique,c3,1,1623.85,2126.6,2070.11,1921.05,30.96,27.48,18.3,5,n1,n1,categorie
pc_portables,LENOVO,Économique,c3,2,1623.85,2126.6,2070.11,1921.05,30.96,27.48,18.3,5,n1,n1,categorie
pc_portables,LENOVO,Économique,c3,3,1623.85,2126.6,2070.11,1921.05,30.96,27.48,18.3,5,n1,n1,categorie
pc_portables,LENOVO,Économique,c3,4,1623.85,2126.6,2070.11,1921.05,30.96,27.48,18.3,5,n1,n1,categorie
pc_portables,MSI,Milieu de gamme,c0,1,3289.36,3242.91,2985.47,3224.18,-1.41,-9.24,-1.98,6,n2,n1,n2
pc_portables,MSI,Milieu de gamme,c0,2,3193.07,3242.91,2985.47,3224.18,1.56,-6.5,0.97,6,n2,n1,n2
pc_portables,MSI,Milieu de gamme,c0,3,3193.07,3242.91,2985.47,3224.18,1.56,-6.5,0.97,6,n2,n1,n2
pc_portables,MSI,Milieu de gamme,c0,4,3193.07,3242.91,2985.47,3224.18,1.56,-6.5,0.97,6,n2,n1,n2
pc_portables,MSI,Milieu de gamme,c1,1,3227.79,3129.78,3751.64,3141.31,-3.04,16.23,-2.68,10,n2,n1,n2
pc_portables,MSI,Milieu de gamme,c1,2,3125.13,3129.78,3751.64,3141.31,0.15,20.05,0.52,10,n2,n1,n2
pc_portables,MSI,Milieu de gamme,c1,3,3114.34,3129.78,3751.64,3141.31,0.5,20.46,0.87,10,n2,n1,n2
pc_portables,MSI,Milieu de gamme,c1,4,3101.32,3129.78,3751.64,3141.31,0.92,20.97,1.29,10,n2,n1,n2
pc_portables,MSI,Milieu de gamme,c2,1,3263.73,2960.35,2958.19,2931.21,-9.3,-9.36,-10.19,5,n1,n1,n1
pc_portables,MSI,Milieu de gamme,c2,2,3212.66,2792.58,2788.37,2804.29,-13.08,-13.21,-12.71,4,n1,n1,n1
pc_portables,MSI,Milieu de gamme,c2,3,3212.66,2792.58,2788.37,2804.29,-13.08,-13.21,-12.71,4,n1,n1,n1
pc_portables,MSI,Milieu de gamme,c2,4,3212.66,2792.58,2788.37,2804.29,-13.08,-13.21,-12.71,4,n1,n1,n1
pc_portables,MSI,Premium,c0,1,4800.45,4859.09,3594.79,4796.2,1.22,-25.12,-0.09,22,n2,n1,n2
pc_portables,MSI,Premium,c0,2,4742.99,4859.09,3594.79,4796.2,2.45,-24.21,1.12,22,n2,n1,n2
pc_portables,MSI,Premium,c0,3,4742.99,4859.09,3594.79,4796.2,2.45,-24.21,1.12,22,n2,n1,n2
pc_portables,MSI,Premium,c0,4,4742.99,4859.09,3594.79,4796.2,2.45,-24.21,1.12,22,n2,n1,n2
pc_portables,MSI,Économique,c0,1,2393.74,3057.7,3064.95,2404.63,27.74,28.04,0.45,10,n1,n1,n2
pc_portables,MSI,Économique,c0,2,2292.11,2979.43,2985.47,2365.93,29.99,30.25,3.22,6,n1,n1,n2
pc_portables,MSI,Économique,c0,3,2292.11,2979.43,2985.47,2365.93,29.99,30.25,3.22,6,n1,n1,n2
pc_portables,MSI,Économique,c0,4,2292.11,2979.43,2985.47,2365.93,29.99,30.25,3.22,6,n1,n1,n2
pc_portables,MSI,Économique,c1,1,2671.99,3332.67,3348.61,3034.7,24.73,25.32,13.57,7,n1,n1,n1
pc_portables,MSI,Économique,c1,2,2671.99,3332.67,3348.61,3034.7,24.73,25.32,13.57,7,n1,n1,n1
pc_portables,MSI,Économique,c1,3,2671.99,3332.67,3348.61,3034.7,24.73,25.32,13.57,7,n1,n1,n1
pc_portables,MSI,Économique,c1,4,2671.99,3332.67,3348.61,3034.7,24.73,25.32,13.57,7,n1,n1,n1
pc_portables,MSI,Économique,c2,1,2441.71,2855.69,2854.3,2926.72,16.95,16.9,19.86,7,n1,n1,n1
pc_portables,MSI,Économique,c2,2,2427.46,2850.9,2849.79,2948.86,17.44,17.4,21.48,6,n1,n1,n1
pc_portables,MSI,Économique,c2,3,2427.46,2850.9,2849.79,2948.86,17.44,17.4,21.48,6,n1,n1,n1
pc_portables,MSI,Économique,c2,4,2427.46,2850.9,2849.79,2948.86,17.44,17.4,21.48,6,n1,n1,n1
smartphones,HONOR,Milieu de gamme,c0,1,864.86,956.65,908.31,900.86,10.61,5.02,4.16,10,n1,n1,n1
smartphones,HONOR,Milieu de gamme,c0,2,871.69,829.61,801.18,892.67,-4.83,-8.09,2.41,7,n1,n1,n1
smartphones,HONOR,Milieu de gamme,c0,3,871.69,829.61,801.18,892.67,-4.83,-8.09,2.41,7,n1,n1,n1
smartphones,HONOR,Milieu de gamme,c0,4,884.43,765.77,747.96,901.64,-13.42,-15.43,1.95,6,n1,n1,n1
smartphones,HONOR,Premium,c0,1,1565.35,1367.02,1345.15,1567.36,-12.67,-14.07,0.13,10,n1,n1,n1
smartphones,HONOR,Premium,c0,2,1565.35,1367.02,1345.15,1567.36,-12.67,-14.07,0.13,10,n1,n1,n1
smartphones,HONOR,Premium,c0,3,1565.35,1367.02,1345.15,1567.36,-12.67,-14.07,0.13,10,n1,n1,n1
smartphones,HONOR,Premium,c0,4,1565.35,1367.02,1345.15,1567.36,-12.67,-14.07,0.13,10,n1,n1,n1
smartphones,HONOR,Économique,c0,1,534.56,697.06,704.42,580.61,30.4,31.78,8.61,10,n1,n1,n1
smartphones,HONOR,Économique,c0,2,538.66,707.03,706.22,557.35,31.26,31.11,3.47,9,n1,n1,n1
smartphones,HONOR,Économique,c0,3,538.66,707.03,706.22,557.35,31.26,31.11,3.47,9,n1,n1,n1
smartphones,HONOR,Économique,c0,4,538.66,707.03,706.22,557.35,31.26,31.11,3.47,9,n1,n1,n1
smartphones,INFINIX,Milieu de gamme,c0,1,919.13,850.83,903.12,929.05,-7.43,-1.74,1.08,9,n1,n1,n1
smartphones,INFINIX,Milieu de gamme,c0,2,909.6,783.34,839.58,909.57,-13.88,-7.7,-0.0,8,n1,n1,n1
smartphones,INFINIX,Milieu de gamme,c0,3,909.6,783.34,839.58,909.57,-13.88,-7.7,-0.0,8,n1,n1,n1
smartphones,INFINIX,Milieu de gamme,c0,4,909.6,783.34,839.58,909.57,-13.88,-7.7,-0.0,8,n1,n1,n1
smartphones,INFINIX,Premium,c0,1,1682.74,1639.92,1624.01,1675.89,-2.54,-3.49,-0.41,5,n1,n1,n1
smartphones,INFINIX,Premium,c0,2,1682.74,1639.92,1624.01,1675.89,-2.54,-3.49,-0.41,5,n1,n1,n1
smartphones,INFINIX,Premium,c0,3,1682.74,1639.92,1624.01,1675.89,-2.54,-3.49,-0.41,5,n1,n1,n1
smartphones,INFINIX,Premium,c0,4,1682.74,1639.92,1624.01,1675.89,-2.54,-3.49,-0.41,5,n1,n1,n1
smartphones,INFINIX,Économique,c0,1,413.73,453.43,438.79,417.36,9.6,6.06,0.88,8,n1,n1,n1
smartphones,INFINIX,Économique,c0,2,418.52,453.43,438.79,417.36,8.34,4.84,-0.28,8,n1,n1,n1
smartphones,INFINIX,Économique,c0,3,418.52,453.43,438.79,417.36,8.34,4.84,-0.28,8,n1,n1,n1
smartphones,INFINIX,Économique,c0,4,418.52,453.43,438.79,417.36,8.34,4.84,-0.28,8,n1,n1,n1
smartphones,LESIA,Premium,c0,1,219.67,223.95,224.54,219.74,1.95,2.22,0.03,6,categorie,categorie,categorie
smartphones,LESIA,Premium,c0,2,219.67,223.95,224.54,219.74,1.95,2.22,0.03,6,categorie,categorie,categorie
smartphones,LESIA,Premium,c0,3,219.67,223.95,224.54,219.74,1.95,2.22,0.03,6,categorie,categorie,categorie
smartphones,LESIA,Premium,c0,4,219.67,223.95,224.54,219.74,1.95,2.22,0.03,6,categorie,categorie,categorie
smartphones,LESIA,Économique,c0,1,179.62,181.16,178.58,179.47,0.86,-0.58,-0.08,6,categorie,categorie,categorie
smartphones,LESIA,Économique,c0,2,179.62,181.16,178.58,179.47,0.86,-0.58,-0.08,6,categorie,categorie,categorie
smartphones,LESIA,Économique,c0,3,179.62,181.16,178.58,179.47,0.86,-0.58,-0.08,6,categorie,categorie,categorie
smartphones,LESIA,Économique,c0,4,179.62,181.16,178.58,179.47,0.86,-0.58,-0.08,6,categorie,categorie,categorie
smartphones,OPPO,Milieu de gamme,c0,1,922.02,794.93,838.12,920.83,-13.78,-9.1,-0.13,7,n1,n1,n1
smartphones,OPPO,Milieu de gamme,c0,2,922.02,794.93,838.12,920.83,-13.78,-9.1,-0.13,7,n1,n1,n1
smartphones,OPPO,Milieu de gamme,c0,3,922.02,794.93,838.12,920.83,-13.78,-9.1,-0.13,7,n1,n1,n1
smartphones,OPPO,Milieu de gamme,c0,4,922.02,794.93,838.12,920.83,-13.78,-9.1,-0.13,7,n1,n1,n1
smartphones,OPPO,Premium,c0,1,1581.83,1558.59,1534.32,1575.96,-1.47,-3.0,-0.37,7,n1,n1,n1
smartphones,OPPO,Premium,c0,2,1581.83,1558.59,1534.32,1575.96,-1.47,-3.0,-0.37,7,n1,n1,n1
smartphones,OPPO,Premium,c0,3,1521.31,1458.48,1443.81,1508.15,-4.13,-5.09,-0.87,6,n1,n1,n1
smartphones,OPPO,Premium,c0,4,1521.31,1458.48,1443.81,1508.15,-4.13,-5.09,-0.87,6,n1,n1,n1
smartphones,OPPO,Économique,c0,1,647.07,757.78,765.39,647.74,17.11,18.29,0.1,8,n1,n1,n1
smartphones,OPPO,Économique,c0,2,654.25,760.85,763.77,655.01,16.29,16.74,0.12,7,n1,n1,n1
smartphones,OPPO,Économique,c0,3,654.25,760.85,763.77,655.01,16.29,16.74,0.12,7,n1,n1,n1
smartphones,OPPO,Économique,c0,4,654.25,760.85,763.77,655.01,16.29,16.74,0.12,7,n1,n1,n1
smartphones,OSCAL,Gamme unique,c0,1,409.37,442.37,421.1,419.26,8.06,2.87,2.42,7,n1,n1,n1
smartphones,OSCAL,Gamme unique,c0,2,409.37,442.37,421.1,419.26,8.06,2.87,2.42,7,n1,n1,n1
smartphones,OSCAL,Gamme unique,c0,3,409.37,442.37,421.1,419.26,8.06,2.87,2.42,7,n1,n1,n1
smartphones,OSCAL,Gamme unique,c0,4,409.37,442.37,421.1,419.26,8.06,2.87,2.42,7,n1,n1,n1
smartphones,SAMSUNG,Milieu de gamme,c0,1,2055.23,2037.76,2040.19,2041.34,-0.85,-0.73,-0.68,12,n2,n2,n2
smartphones,SAMSUNG,Milieu de gamme,c0,2,2055.23,2037.76,2040.19,2041.34,-0.85,-0.73,-0.68,12,n2,n2,n2
smartphones,SAMSUNG,Milieu de gamme,c0,3,2055.23,2037.76,2040.19,2041.34,-0.85,-0.73,-0.68,12,n2,n2,n2
smartphones,SAMSUNG,Milieu de gamme,c0,4,2055.23,2037.76,2040.19,2041.34,-0.85,-0.73,-0.68,12,n2,n2,n2
smartphones,SAMSUNG,Milieu de gamme,c1,1,1606.95,1606.95,1556.28,1610.35,0.0,-3.15,0.21,9,n2,n1,n2
smartphones,SAMSUNG,Milieu de gamme,c1,2,1606.95,1606.95,1556.28,1610.35,0.0,-3.15,0.21,9,n2,n1,n2
smartphones,SAMSUNG,Milieu de gamme,c1,3,1606.95,1606.95,1556.28,1610.35,0.0,-3.15,0.21,9,n2,n1,n2
smartphones,SAMSUNG,Milieu de gamme,c1,4,1606.95,1606.95,1556.28,1610.35,0.0,-3.15,0.21,9,n2,n1,n2
smartphones,SAMSUNG,Milieu de gamme,c2,1,1855.63,1939.9,1957.53,1701.85,4.54,5.49,-8.29,6,n1,n1,n1
smartphones,SAMSUNG,Milieu de gamme,c2,2,1855.63,1939.9,1957.53,1701.85,4.54,5.49,-8.29,6,n1,n1,n1
smartphones,SAMSUNG,Milieu de gamme,c2,3,1855.63,1939.9,1957.53,1701.85,4.54,5.49,-8.29,6,n1,n1,n1
smartphones,SAMSUNG,Milieu de gamme,c2,4,1855.63,1939.9,1957.53,1701.85,4.54,5.49,-8.29,6,n1,n1,n1
smartphones,SAMSUNG,Premium,c0,1,4810.38,4811.0,4108.28,4792.39,0.01,-14.6,-0.37,16,n2,n1,n1
smartphones,SAMSUNG,Premium,c0,2,4811.14,4811.26,4112.39,4790.99,0.0,-14.52,-0.42,15,n2,n1,n1
smartphones,SAMSUNG,Premium,c0,3,4811.14,4811.26,4112.39,4790.99,0.0,-14.52,-0.42,15,n2,n1,n1
smartphones,SAMSUNG,Premium,c0,4,4811.14,4811.26,4112.39,4790.99,0.0,-14.52,-0.42,15,n2,n1,n1
smartphones,SAMSUNG,Premium,c1,1,4336.98,4416.03,3984.15,4416.03,1.82,-8.14,1.82,9,n2,n1,n2
smartphones,SAMSUNG,Premium,c1,2,4336.98,4416.03,3984.15,4416.03,1.82,-8.14,1.82,9,n2,n1,n2
smartphones,SAMSUNG,Premium,c1,3,4471.13,4471.13,4156.38,4471.13,0.0,-7.04,0.0,8,n2,n1,n2
smartphones,SAMSUNG,Premium,c1,4,4336.98,4416.03,3984.15,4416.03,1.82,-8.14,1.82,9,n2,n1,n2
smartphones,SAMSUNG,Économique,c0,1,553.43,582.79,553.43,553.5,5.31,0.0,0.01,15,n1,n2,n1
smartphones,SAMSUNG,Économique,c0,2,553.43,582.79,553.43,553.5,5.31,0.0,0.01,15,n1,n2,n1
smartphones,SAMSUNG,Économique,c0,3,553.43,582.79,553.43,553.5,5.31,0.0,0.01,15,n1,n2,n1
smartphones,SAMSUNG,Économique,c0,4,553.43,582.79,553.43,553.5,5.31,0.0,0.01,15,n1,n2,n1
smartphones,SAMSUNG,Économique,c1,1,982.41,1335.99,1285.97,1137.04,35.99,30.9,15.74,6,n1,n1,n1
smartphones,SAMSUNG,Économique,c1,2,983.1,1246.96,1204.01,1067.53,26.84,22.47,8.59,5,n1,n1,n1
smartphones,SAMSUNG,Économique,c1,3,983.1,1246.96,1204.01,1067.53,26.84,22.47,8.59,5,n1,n1,n1
smartphones,SAMSUNG,Économique,c1,4,983.1,1246.96,1204.01,1067.53,26.84,22.47,8.59,5,n1,n1,n1
smartphones,SAMSUNG,Économique,c2,1,1038.22,1633.87,1651.07,1254.97,57.37,59.03,20.88,6,n1,n1,n1
smartphones,SAMSUNG,Économique,c2,2,1038.22,1633.87,1651.07,1254.97,57.37,59.03,20.88,6,n1,n1,n1
smartphones,SAMSUNG,Économique,c2,3,1038.22,1633.87,1651.07,1254.97,57.37,59.03,20.88,6,n1,n1,n1
smartphones,SAMSUNG,Économique,c2,4,1038.22,1633.87,1651.07,1254.97,57.37,59.03,20.88,6,n1,n1,n1
smartphones,TECNO,Gamme unique,c0,1,570.31,575.73,571.46,563.91,0.95,0.2,-1.12,6,n1,n1,n1
smartphones,TECNO,Gamme unique,c0,2,568.74,571.68,568.17,568.74,0.52,-0.1,0.0,4,n1,n1,n1
smartphones,TECNO,Gamme unique,c0,3,568.74,571.68,568.17,568.74,0.52,-0.1,0.0,4,n1,n1,n1
smartphones,TECNO,Gamme unique,c0,4,568.74,571.68,568.17,568.74,0.52,-0.1,0.0,4,n1,n1,n1
smartphones,VIVO,Milieu de gamme,c0,1,959.92,876.38,990.01,958.88,-8.7,3.13,-0.11,9,n1,n1,n1
smartphones,VIVO,Milieu de gamme,c0,2,959.92,876.38,990.01,958.88,-8.7,3.13,-0.11,9,n1,n1,n1
smartphones,VIVO,Milieu de gamme,c0,3,959.92,876.38,990.01,958.88,-8.7,3.13,-0.11,9,n1,n1,n1
smartphones,VIVO,Milieu de gamme,c0,4,959.92,876.38,990.01,958.88,-8.7,3.13,-0.11,9,n1,n1,n1
smartphones,VIVO,Premium,c0,1,1749.44,1927.06,1895.53,1738.82,10.15,8.35,-0.61,7,n1,n1,n1
smartphones,VIVO,Premium,c0,2,1749.44,1927.06,1895.53,1738.82,10.15,8.35,-0.61,7,n1,n1,n1
smartphones,VIVO,Premium,c0,3,1749.44,1927.06,1895.53,1738.82,10.15,8.35,-0.61,7,n1,n1,n1
smartphones,VIVO,Premium,c0,4,1749.44,1927.06,1895.53,1738.82,10.15,8.35,-0.61,7,n1,n1,n1
smartphones,VIVO,Économique,c0,1,435.03,541.52,447.66,455.07,24.48,2.9,4.61,8,n1,n1,n1
smartphones,VIVO,Économique,c0,2,405.98,530.62,429.04,406.04,30.7,5.68,0.01,5,n1,n1,n1
smartphones,VIVO,Économique,c0,3,405.98,530.62,429.04,406.04,30.7,5.68,0.01,5,n1,n1,n1
smartphones,VIVO,Économique,c0,4,405.98,530.62,429.04,406.04,30.7,5.68,0.01,5,n1,n1,n1
smartphones,XIAOMI,Milieu de gamme,c0,1,816.94,730.2,811.19,817.89,-10.62,-0.7,0.12,14,categorie,categorie,categorie
smartphones,XIAOMI,Milieu de gamme,c0,2,816.94,730.2,811.19,817.89,-10.62,-0.7,0.12,14,categorie,categorie,categorie
smartphones,XIAOMI,Milieu de gamme,c0,3,816.94,730.2,811.19,817.89,-10.62,-0.7,0.12,14,categorie,categorie,categorie
smartphones,XIAOMI,Milieu de gamme,c0,4,816.94,730.2,811.19,817.89,-10.62,-0.7,0.12,14,categorie,categorie,categorie
smartphones,XIAOMI,Premium,c0,1,1481.59,1474.73,1364.08,1480.9,-0.46,-7.93,-0.05,15,n2,n1,n1
smartphones,XIAOMI,Premium,c0,2,1481.59,1474.73,1364.08,1480.9,-0.46,-7.93,-0.05,15,n2,n1,n1
smartphones,XIAOMI,Premium,c0,3,1481.59,1474.73,1364.08,1480.9,-0.46,-7.93,-0.05,15,n2,n1,n1
smartphones,XIAOMI,Premium,c0,4,1481.59,1474.73,1364.08,1480.9,-0.46,-7.93,-0.05,15,n2,n1,n1
smartphones,XIAOMI,Économique,c0,1,645.26,649.16,671.82,649.0,0.6,4.12,0.58,20,n2,n1,n2
smartphones,XIAOMI,Économique,c0,2,637.27,635.74,668.09,635.87,-0.24,4.84,-0.22,17,n2,n1,n2
smartphones,XIAOMI,Économique,c0,3,637.27,635.74,668.09,635.87,-0.24,4.84,-0.22,17,n2,n1,n2
smartphones,XIAOMI,Économique,c0,4,637.27,635.74,668.09,635.87,-0.24,4.84,-0.22,17,n2,n1,n2
telephones_portables,AMI,Économique,c0,1,37.45,37.45,41.61,37.4,0.0,11.11,-0.13,10,n2,categorie,n2
telephones_portables,AMI,Économique,c0,2,37.45,37.45,41.11,37.45,0.0,9.77,0.0,10,n2,categorie,n2
telephones_portables,AMI,Économique,c0,3,37.45,37.45,41.46,37.45,0.0,10.71,0.0,10,n2,categorie,n2
telephones_portables,AMI,Économique,c0,4,37.45,37.45,41.46,37.45,0.0,10.71,0.0,10,n2,categorie,n2
telephones_portables,AMI,Économique,c1,1,79.9,63.15,63.15,79.9,-20.96,-20.96,0.0,6,categorie,categorie,categorie
telephones_portables,AMI,Économique,c1,2,79.9,65.64,65.64,79.9,-17.85,-17.85,0.0,6,categorie,categorie,categorie
telephones_portables,AMI,Économique,c1,3,79.9,65.64,65.64,79.9,-17.85,-17.85,0.0,6,categorie,categorie,categorie
telephones_portables,AMI,Économique,c1,4,79.9,65.64,65.64,79.9,-17.85,-17.85,0.0,6,categorie,categorie,categorie
telephones_portables,CLEVER,Gamme unique,c0,1,32.9,34.82,34.82,32.9,5.84,5.84,0.0,6,categorie,categorie,categorie
telephones_portables,CLEVER,Gamme unique,c0,2,32.9,34.92,34.92,32.9,6.14,6.14,0.0,5,categorie,categorie,categorie
telephones_portables,CLEVER,Gamme unique,c0,3,32.9,34.9,34.9,32.9,6.08,6.08,0.0,5,categorie,categorie,categorie
telephones_portables,CLEVER,Gamme unique,c0,4,32.9,34.9,34.9,32.9,6.08,6.08,0.0,5,categorie,categorie,categorie
telephones_portables,EVERTEK,Gamme unique,c0,1,38.83,40.08,40.08,41.36,3.22,3.22,6.52,8,categorie,categorie,categorie
telephones_portables,EVERTEK,Gamme unique,c0,2,38.83,39.25,39.25,41.36,1.08,1.08,6.52,8,categorie,categorie,categorie
telephones_portables,EVERTEK,Gamme unique,c0,3,38.0,37.86,37.86,38.0,-0.37,-0.37,0.0,2,categorie,categorie,categorie
telephones_portables,EVERTEK,Gamme unique,c0,4,38.0,37.86,37.86,38.0,-0.37,-0.37,0.0,2,categorie,categorie,categorie
telephones_portables,PHILIPS,Gamme unique,c0,1,50.02,40.91,52.28,47.29,-18.21,4.52,-5.46,5,n1,categorie,categorie
telephones_portables,PHILIPS,Gamme unique,c0,2,50.02,38.49,51.02,49.56,-23.05,2.0,-0.92,5,n1,categorie,categorie
telephones_portables,PHILIPS,Gamme unique,c0,3,50.02,40.92,52.28,49.86,-18.19,4.52,-0.32,5,n1,categorie,categorie
telephones_portables,PHILIPS,Gamme unique,c0,4,50.02,40.92,52.28,49.86,-18.19,4.52,-0.32,5,n1,categorie,categorie
telephones_portables,SMARTEC,Économique,c0,1,51.69,51.5,51.85,51.46,-0.37,0.31,-0.44,14,categorie,categorie,n2
telephones_portables,SMARTEC,Économique,c0,2,50.56,54.32,56.02,50.56,7.44,10.8,0.0,12,categorie,categorie,n2
telephones_portables,SMARTEC,Économique,c0,3,51.69,51.06,52.43,51.69,-1.22,1.43,0.0,14,categorie,categorie,n2
telephones_portables,SMARTEC,Économique,c0,4,51.69,51.06,52.43,51.69,-1.22,1.43,0.0,14,categorie,categorie,n2
telephones_portables,UNIWA,Gamme unique,c0,1,40.8,40.91,41.19,40.81,0.27,0.96,0.02,9,n1,categorie,categorie
telephones_portables,UNIWA,Gamme unique,c0,2,40.8,39.47,41.5,40.8,-3.26,1.72,0.0,9,n1,categorie,categorie
telephones_portables,UNIWA,Gamme unique,c0,3,40.8,39.82,41.71,40.8,-2.4,2.23,0.0,9,n1,categorie,categorie
telephones_portables,UNIWA,Gamme unique,c0,4,40.8,39.82,41.71,40.8,-2.4,2.23,0.0,9,n1,categorie,categorie
televiseurs,ECOSAT,Gamme unique,c0,1,684.21,629.65,542.46,700.57,-7.97,-20.72,2.39,5,categorie,categorie,categorie
televiseurs,ECOSAT,Gamme unique,c0,2,682.37,627.61,540.97,693.32,-8.02,-20.72,1.6,5,categorie,categorie,categorie
televiseurs,ECOSAT,Gamme unique,c0,3,682.37,627.61,540.97,693.32,-8.02,-20.72,1.6,5,categorie,categorie,categorie
