categorie,approche,cluster,marque,gamme_prix,semaine,n_produits,prix_geometrique_tnd
pc_portables,N2_marque_gamme,CHUWI::Premium::c0,CHUWI,Premium,1,2,2380.15
pc_portables,N2_marque_gamme,CHUWI::Premium::c0,CHUWI,Premium,2,2,2380.15
pc_portables,N2_marque_gamme,CHUWI::Premium::c0,CHUWI,Premium,3,2,2380.15
pc_portables,N2_marque_gamme,CHUWI::Premium::c0,CHUWI,Premium,4,2,2380.15
pc_portables,N2_marque_gamme,CHUWI::Économique::c0,CHUWI,Économique,1,2,1261.14
pc_portables,N2_marque_gamme,CHUWI::Économique::c0,CHUWI,Économique,2,2,1261.14
pc_portables,N2_marque_gamme,CHUWI::Économique::c0,CHUWI,Économique,3,2,1261.14
pc_portables,N2_marque_gamme,CHUWI::Économique::c0,CHUWI,Économique,4,2,1261.14
pc_portables,N2_marque_gamme,DELL::Milieu de gamme::c0,DELL,Milieu de gamme,1,3,2327.46
pc_portables,N2_marque_gamme,DELL::Milieu de gamme::c0,DELL,Milieu de gamme,2,3,2327.46
pc_portables,N2_marque_gamme,DELL::Milieu de gamme::c0,DELL,Milieu de gamme,3,3,2327.46
pc_portables,N2_marque_gamme,DELL::Milieu de gamme::c0,DELL,Milieu de gamme,4,3,2327.46
pc_portables,N2_marque_gamme,DELL::Milieu de gamme::c1,DELL,Milieu de gamme,1,1,2309.0
pc_portables,N2_marque_gamme,DELL::Milieu de gamme::c1,DELL,Milieu de gamme,2,2,2501.02
pc_portables,N2_marque_gamme,DELL::Milieu de gamme::c1,DELL,Milieu de gamme,3,2,2501.02
pc_portables,N2_marque_gamme,DELL::Milieu de gamme::c1,DELL,Milieu de gamme,4,2,2501.02
pc_portables,N2_marque_gamme,DELL::Milieu de gamme::c2,DELL,Milieu de gamme,1,3,2244.79
pc_portables,N2_marque_gamme,DELL::Milieu de gamme::c2,DELL,Milieu de gamme,2,2,2294.27
pc_portables,N2_marque_gamme,DELL::Milieu de gamme::c2,DELL,Milieu de gamme,3,2,2294.27
pc_portables,N2_marque_gamme,DELL::Milieu de gamme::c2,DELL,Milieu de gamme,4,2,2294.27
pc_portables,N2_marque_gamme,DELL::Milieu de gamme::c3,DELL,Milieu de gamme,1,2,2204.49
pc_portables,N2_marque_gamme,DELL::Milieu de gamme::c3,DELL,Milieu de gamme,2,2,2204.49
pc_portables,N2_marque_gamme,DELL::Milieu de gamme::c3,DELL,Milieu de gamme,3,2,2204.49
pc_portables,N2_marque_gamme,DELL::Milieu de gamme::c3,DELL,Milieu de gamme,4,2,2204.49
pc_portables,N2_marque_gamme,DELL::Milieu de gamme::c4,DELL,Milieu de gamme,1,5,2403.43
pc_portables,N2_marque_gamme,DELL::Milieu de gamme::c4,DELL,Milieu de gamme,2,4,2486.19
pc_portables,N2_marque_gamme,DELL::Milieu de gamme::c4,DELL,Milieu de gamme,3,3,2582.23
pc_portables,N2_marque_gamme,DELL::Milieu de gamme::c4,DELL,Milieu de gamme,4,3,2582.23
pc_portables,N2_marque_gamme,DELL::Milieu de gamme::c5,DELL,Milieu de gamme,1,4,2557.58
pc_portables,N2_marque_gamme,DELL::Milieu de gamme::c5,DELL,Milieu de gamme,2,4,2557.58
pc_portables,N2_marque_gamme,DELL::Milieu de gamme::c5,DELL,Milieu de gamme,3,4,2557.58
pc_portables,N2_marque_gamme,DELL::Milieu de gamme::c5,DELL,Milieu de gamme,4,4,2557.58
pc_portables,N2_marque_gamme,DELL::Milieu de gamme::c6,DELL,Milieu de gamme,1,5,2324.14
pc_portables,N2_marque_gamme,DELL::Milieu de gamme::c6,DELL,Milieu de gamme,2,3,2360.19
pc_portables,N2_marque_gamme,DELL::Milieu de gamme::c6,DELL,Milieu de gamme,3,3,2360.19
pc_portables,N2_marque_gamme,DELL::Milieu de gamme::c6,DELL,Milieu de gamme,4,3,2360.19
pc_portables,N2_marque_gamme,DELL::Milieu de gamme::c7,DELL,Milieu de gamme,1,5,2225.26
pc_portables,N2_marque_gamme,DELL::Milieu de gamme::c7,DELL,Milieu de gamme,2,4,2294.38
pc_portables,N2_marque_gamme,DELL::Milieu de gamme::c7,DELL,Milieu de gamme,3,4,2294.38
pc_portables,N2_marque_gamme,DELL::Milieu de gamme::c7,DELL,Milieu de gamme,4,4,2294.38
pc_portables,N2_marque_gamme,DELL::Premium::c0,DELL,Premium,1,5,3126.79
pc_portables,N2_marque_gamme,DELL::Premium::c0,DELL,Premium,2,5,3126.79
pc_portables,N2_marque_gamme,DELL::Premium::c0,DELL,Premium,3,6,3111.99
pc_portables,N2_marque_gamme,DELL::Premium::c0,DELL,Premium,4,6,3111.99
pc_portables,N2_marque_gamme,DELL::Premium::c1,DELL,Premium,1,11,3548.0
pc_portables,N2_marque_gamme,DELL::Premium::c1,DELL,Premium,2,11,3548.0
pc_portables,N2_marque_gamme,DELL::Premium::c1,DELL,Premium,3,11,3548.0
pc_portables,N2_marque_gamme,DELL::Premium::c1,DELL,Premium,4,14,3617.71
pc_portables,N2_marque_gamme,DELL::Premium::c2,DELL,Premium,1,4,5192.63
pc_portables,N2_marque_gamme,DELL::Premium::c2,DELL,Premium,2,4,5192.63
pc_portables,N2_marque_gamme,DELL::Premium::c2,DELL,Premium,3,4,5192.63
pc_portables,N2_marque_gamme,DELL::Premium::c2,DELL,Premium,4,4,5192.63
pc_portables,N2_marque_gamme,DELL::Premium::c3,DELL,Premium,1,4,4983.22
pc_portables,N2_marque_gamme,DELL::Premium::c3,DELL,Premium,2,4,4983.22
pc_portables,N2_marque_gamme,DELL::Premium::c3,DELL,Premium,3,4,4983.22
pc_portables,N2_marque_gamme,DELL::Premium::c3,DELL,Premium,4,4,4983.22
pc_portables,N2_marque_gamme,DELL::Économique::c0,DELL,Économique,1,5,1614.49
pc_portables,N2_marque_gamme,DELL::Économique::c0,DELL,Économique,2,5,1614.49
pc_portables,N2_marque_gamme,DELL::Économique::c0,DELL,Économique,3,5,1614.49
pc_portables,N2_marque_gamme,DELL::Économique::c0,DELL,Économique,4,5,1614.49
pc_portables,N2_marque_gamme,DELL::Économique::c1,DELL,Économique,1,3,1759.79
pc_portables,N2_marque_gamme,DELL::Économique::c1,DELL,Économique,2,3,1759.79
pc_portables,N2_marque_gamme,DELL::Économique::c1,DELL,Économique,3,3,1759.79
pc_portables,N2_marque_gamme,DELL::Économique::c1,DELL,Économique,4,3,1759.79
pc_portables,N2_marque_gamme,DELL::Économique::c2,DELL,Économique,1,6,1834.43
pc_portables,N2_marque_gamme,DELL::Économique::c2,DELL,Économique,2,7,1822.57
pc_portables,N2_marque_gamme,DELL::Économique::c2,DELL,Économique,3,6,1802.31
pc_portables,N2_marque_gamme,DELL::Économique::c2,DELL,Économique,4,6,1802.31
pc_portables,N2_marque_gamme,DELL::Économique::c3,DELL,Économique,2,2,1599.0
pc_portables,N2_marque_gamme,DELL::Économique::c3,DELL,Économique,3,2,1599.0
pc_portables,N2_marque_gamme,DELL::Économique::c3,DELL,Économique,4,2,1599.0
pc_portables,N2_marque_gamme,DELL::Économique::c4,DELL,Économique,1,1,1849.0
pc_portables,N2_marque_gamme,DELL::Économique::c4,DELL,Économique,2,2,1873.83
pc_portables,N2_marque_gamme,DELL::Économique::c4,DELL,Économique,3,2,1873.83
pc_portables,N2_marque_gamme,DELL::Économique::c4,DELL,Économique,4,2,1873.83
pc_portables,N2_marque_gamme,DELL::Économique::c5,DELL,Économique,1,4,1527.19
pc_portables,N2_marque_gamme,DELL::Économique::c5,DELL,Économique,2,4,1527.19
pc_portables,N2_marque_gamme,DELL::Économique::c5,DELL,Économique,3,4,1527.19
pc_portables,N2_marque_gamme,DELL::Économique::c5,DELL,Économique,4,4,1527.19
pc_portables,N2_marque_gamme,DELL::Économique::c6,DELL,Économique,1,4,1807.1
pc_portables,N2_marque_gamme,DELL::Économique::c6,DELL,Économique,2,4,1752.74
pc_portables,N2_marque_gamme,DELL::Économique::c6,DELL,Économique,3,3,1830.39
pc_portables,N2_marque_gamme,DELL::Économique::c6,DELL,Économique,4,3,1830.39
pc_portables,N2_marque_gamme,DELL::Économique::c7,DELL,Économique,2,2,1639.0
pc_portables,N2_marque_gamme,DELL::Économique::c7,DELL,Économique,3,1,1639.0
pc_portables,N2_marque_gamme,DELL::Économique::c7,DELL,Économique,4,2,1639.0
pc_portables,N2_marque_gamme,GIGABYTE::Milieu de gamme::c0,GIGABYTE,Milieu de gamme,1,7,5018.95
pc_portables,N2_marque_gamme,GIGABYTE::Milieu de gamme::c0,GIGABYTE,Milieu de gamme,2,7,5018.95
pc_portables,N2_marque_gamme,GIGABYTE::Milieu de gamme::c0,GIGABYTE,Milieu de gamme,3,7,5131.62
pc_portables,N2_marque_gamme,GIGABYTE::Milieu de gamme::c0,GIGABYTE,Milieu de gamme,4,7,5131.62
pc_portables,N2_marque_gamme,GIGABYTE::Premium::c0,GIGABYTE,Premium,1,7,8447.78
pc_portables,N2_marque_gamme,GIGABYTE::Premium::c0,GIGABYTE,Premium,2,7,8447.78
pc_portables,N2_marque_gamme,GIGABYTE::Premium::c0,GIGABYTE,Premium,3,7,8447.78
pc_portables,N2_marque_gamme,GIGABYTE::Premium::c0,GIGABYTE,Premium,4,7,8447.78
pc_portables,N2_marque_gamme,GIGABYTE::Économique::c0,GIGABYTE,Économique,1,8,4242.82
pc_portables,N2_marque_gamme,GIGABYTE::Économique::c0,GIGABYTE,Économique,2,8,4242.82
pc_portables,N2_marque_gamme,GIGABYTE::Économique::c0,GIGABYTE,Économique,3,7,4194.25
pc_portables,N2_marque_gamme,GIGABYTE::Économique::c0,GIGABYTE,Économique,4,7,4194.25
pc_portables,N2_marque_gamme,HP::Milieu de gamme::c0,HP,Milieu de gamme,1,16,2663.15
pc_portables,N2_marque_gamme,HP::Milieu de gamme::c0,HP,Milieu de gamme,2,19,2602.04
pc_portables,N2_marque_gamme,HP::Milieu de gamme::c0,HP,Milieu de gamme,3,15,2565.52
pc_portables,N2_marque_gamme,HP::Milieu de gamme::c0,HP,Milieu de gamme,4,15,2565.52
pc_portables,N2_marque_gamme,HP::Milieu de gamme::c1,HP,Milieu de gamme,1,8,2655.58
pc_portables,N2_marque_gamme,HP::Milieu de gamme::c1,HP,Milieu de gamme,2,10,2608.63
pc_portables,N2_marque_gamme,HP::Milieu de gamme::c1,HP,Milieu de gamme,3,10,2607.77
pc_portables,N2_marque_gamme,HP::Milieu de gamme::c1,HP,Milieu de gamme,4,10,2607.77
pc_portables,N2_marque_gamme,HP::Milieu de gamme::c2,HP,Milieu de gamme,1,8,2735.53
pc_portables,N2_marque_gamme,HP::Milieu de gamme::c2,HP,Milieu de gamme,2,8,2735.53
pc_portables,N2_marque_gamme,HP::Milieu de gamme::c2,HP,Milieu de gamme,3,8,2735.53
pc_portables,N2_marque_gamme,HP::Milieu de gamme::c2,HP,Milieu de gamme,4,8,2735.53
pc_portables,N2_marque_gamme,HP::Premium::c0,HP,Premium,1,4,4126.87
pc_portables,N2_marque_gamme,HP::Premium::c0,HP,Premium,2,4,4126.87
pc_portables,N2_marque_gamme,HP::Premium::c0,HP,Premium,3,3,4205.75
pc_portables,N2_marque_gamme,HP::Premium::c0,HP,Premium,4,3,4205.75
pc_portables,N2_marque_gamme,HP::Premium::c1,HP,Premium,1,5,3575.36
pc_portables,N2_marque_gamme,HP::Premium::c1,HP,Premium,2,6,3864.26
pc_portables,N2_marque_gamme,HP::Premium::c1,HP,Premium,3,5,3913.98
pc_portables,N2_marque_gamme,HP::Premium::c1,HP,Premium,4,5,3913.98
pc_portables,N2_marque_gamme,HP::Premium::c2,HP,Premium,1,7,3432.63
pc_portables,N2_marque_gamme,HP::Premium::c2,HP,Premium,2,8,3483.23
pc_portables,N2_marque_gamme,HP::Premium::c2,HP,Premium,3,8,3483.23
pc_portables,N2_marque_gamme,HP::Premium::c2,HP,Premium,4,8,3483.23
pc_portables,N2_marque_gamme,HP::Premium::c3,HP,Premium,1,4,3964.25
pc_portables,N2_marque_gamme,HP::Premium::c3,HP,Premium,2,5,3847.75
pc_portables,N2_marque_gamme,HP::Premium::c3,HP,Premium,3,4,3892.19
pc_portables,N2_marque_gamme,HP::Premium::c3,HP,Premium,4,4,3892.19
pc_portables,N2_marque_gamme,HP::Premium::c4,HP,Premium,1,2,3186.19
pc_portables,N2_marque_gamme,HP::Premium::c4,HP,Premium,2,2,3186.19
pc_portables,N2_marque_gamme,HP::Premium::c4,HP,Premium,3,2,3186.19
pc_portables,N2_marque_gamme,HP::Premium::c4,HP,Premium,4,2,3186.19
pc_portables,N2_marque_gamme,HP::Premium::c5,HP,Premium,1,1,3799.0
pc_portables,N2_marque_gamme,HP::Premium::c5,HP,Premium,2,2,3778.95
pc_portables,N2_marque_gamme,HP::Premium::c5,HP,Premium,3,3,3649.15
pc_portables,N2_marque_gamme,HP::Premium::c5,HP,Premium,4,2,3759.0
pc_portables,N2_marque_gamme,HP::Premium::c6,HP,Premium,1,3,3630.24
pc_portables,N2_marque_gamme,HP::Premium::c6,HP,Premium,2,3,3630.24
pc_portables,N2_marque_gamme,HP::Premium::c6,HP,Premium,3,3,3630.24
pc_portables,N2_marque_gamme,HP::Premium::c6,HP,Premium,4,3,3630.24
pc_portables,N2_marque_gamme,HP::Premium::c7,HP,Premium,1,5,5348.03
pc_portables,N2_marque_gamme,HP::Premium::c7,HP,Premium,2,6,5252.34
pc_portables,N2_marque_gamme,HP::Premium::c7,HP,Premium,3,5,5313.74
pc_portables,N2_marque_gamme,HP::Premium::c7,HP,Premium,4,7,5394.02
pc_portables,N2_marque_gamme,HP::Économique::c0,HP,Économique,1,8,1715.0
pc_portables,N2_marque_gamme,HP::Économique::c0,HP,Économique,2,9,1676.63
pc_portables,N2_marque_gamme,HP::Économique::c0,HP,Économique,3,9,1675.98
pc_portables,N2_marque_gamme,HP::Économique::c0,HP,Économique,4,9,1672.06
pc_portables,N2_marque_gamme,HP::Économique::c1,HP,Économique,1,4,1877.2
pc_portables,N2_marque_gamme,HP::Économique::c1,HP,Économique,2,5,1848.7
pc_portables,N2_marque_gamme,HP::Économique::c1,HP,Économique,3,5,1848.7
pc_portables,N2_marque_gamme,HP::Économique::c1,HP,Économique,4,5,1848.7
pc_portables,N2_marque_gamme,HP::Économique::c2,HP,Économique,1,2,2176.96
pc_portables,N2_marque_gamme,HP::Économique::c2,HP,Économique,2,2,2176.96
pc_portables,N2_marque_gamme,HP::Économique::c2,HP,Économique,3,2,2176.96
pc_portables,N2_marque_gamme,HP::Économique::c2,HP,Économique,4,2,2176.96
pc_portables,N2_marque_gamme,HP::Économique::c3,HP,Économique,1,5,1985.03
pc_portables,N2_marque_gamme,HP::Économique::c3,HP,Économique,2,6,1863.56
pc_portables,N2_marque_gamme,HP::Économique::c3,HP,Économique,3,6,1863.56
pc_portables,N2_marque_gamme,HP::Économique::c3,HP,Économique,4,6,1863.56
pc_portables,N2_marque_gamme,HP::Économique::c4,HP,Économique,1,4,2057.81
pc_portables,N2_marque_gamme,HP::Économique::c4,HP,Économique,2,4,2007.95
pc_portables,N2_marque_gamme,HP::Économique::c4,HP,Économique,3,3,2144.19
pc_portables,N2_marque_gamme,HP::Économique::c4,HP,Économique,4,4,2007.95
pc_portables,N2_marque_gamme,HP::Économique::c5,HP,Économique,1,3,2208.62
pc_portables,N2_marque_gamme,HP::Économique::c5,HP,Économique,2,6,2037.16
pc_portables,N2_marque_gamme,HP::Économique::c5,HP,Économique,3,4,1967.54
pc_portables,N2_marque_gamme,HP::Économique::c5,HP,Économique,4,5,1924.57
pc_portables,N2_marque_gamme,HP::Économique::c6,HP,Économique,2,3,1669.0
pc_portables,N2_marque_gamme,HP::Économique::c6,HP,Économique,3,3,1669.0
pc_portables,N2_marque_gamme,HP::Économique::c6,HP,Économique,4,3,1665.0
pc_portables,N2_marque_gamme,HP::Économique::c7,HP,Économique,1,2,1812.01
pc_portables,N2_marque_gamme,HP::Économique::c7,HP,Économique,2,2,1812.01
pc_portables,N2_marque_gamme,HP::Économique::c7,HP,Économique,3,2,1812.01
pc_portables,N2_marque_gamme,HP::Économique::c7,HP,Économique,4,2,1812.01
pc_portables,N2_marque_gamme,LENOVO::Milieu de gamme::c0,LENOVO,Milieu de gamme,1,11,3211.13
pc_portables,N2_marque_gamme,LENOVO::Milieu de gamme::c0,LENOVO,Milieu de gamme,2,14,3187.16
pc_portables,N2_marque_gamme,LENOVO::Milieu de gamme::c0,LENOVO,Milieu de gamme,3,15,3203.11
pc_portables,N2_marque_gamme,LENOVO::Milieu de gamme::c0,LENOVO,Milieu de gamme,4,15,3203.11
pc_portables,N2_marque_gamme,LENOVO::Milieu de gamme::c1,LENOVO,Milieu de gamme,1,19,3176.6
pc_portables,N2_marque_gamme,LENOVO::Milieu de gamme::c1,LENOVO,Milieu de gamme,2,21,3151.87
pc_portables,N2_marque_gamme,LENOVO::Milieu de gamme::c1,LENOVO,Milieu de gamme,3,21,3151.87
pc_portables,N2_marque_gamme,LENOVO::Milieu de gamme::c1,LENOVO,Milieu de gamme,4,21,3151.87
pc_portables,N2_marque_gamme,LENOVO::Milieu de gamme::c2,LENOVO,Milieu de gamme,1,9,3294.69
pc_portables,N2_marque_gamme,LENOVO::Milieu de gamme::c2,LENOVO,Milieu de gamme,2,9,3291.87
pc_portables,N2_marque_gamme,LENOVO::Milieu de gamme::c2,LENOVO,Milieu de gamme,3,9,3291.87
pc_portables,N2_marque_gamme,LENOVO::Milieu de gamme::c2,LENOVO,Milieu de gamme,4,9,3291.87
pc_portables,N2_marque_gamme,LENOVO::Premium::c0,LENOVO,Premium,1,3,6250.58
pc_portables,N2_marque_gamme,LENOVO::Premium::c0,LENOVO,Premium,2,3,6250.58
pc_portables,N2_marque_gamme,LENOVO::Premium::c0,LENOVO,Premium,3,3,6250.58
pc_portables,N2_marque_gamme,LENOVO::Premium::c0,LENOVO,Premium,4,3,6250.58
pc_portables,N2_marque_gamme,LENOVO::Premium::c1,LENOVO,Premium,1,8,5237.1
pc_portables,N2_marque_gamme,LENOVO::Premium::c1,LENOVO,Premium,2,8,5237.1
pc_portables,N2_marque_gamme,LENOVO::Premium::c1,LENOVO,Premium,3,6,4712.72
pc_portables,N2_marque_gamme,LENOVO::Premium::c1,LENOVO,Premium,4,7,4619.72
pc_portables,N2_marque_gamme,LENOVO::Premium::c2,LENOVO,Premium,1,11,4440.66
pc_portables,N2_marque_gamme,LENOVO::Premium::c2,LENOVO,Premium,2,11,4440.66
pc_portables,N2_marque_gamme,LENOVO::Premium::c2,LENOVO,Premium,3,10,4384.89
pc_portables,N2_marque_gamme,LENOVO::Premium::c2,LENOVO,Premium,4,10,4384.89
pc_portables,N2_marque_gamme,LENOVO::Premium::c3,LENOVO,Premium,1,4,10706.55
pc_portables,N2_marque_gamme,LENOVO::Premium::c3,LENOVO,Premium,2,4,10706.55
pc_portables,N2_marque_gamme,LENOVO::Premium::c3,LENOVO,Premium,3,4,10706.55
pc_portables,N2_marque_gamme,LENOVO::Premium::c3,LENOVO,Premium,4,4,10706.55
pc_portables,N2_marque_gamme,LENOVO::Premium::c4,LENOVO,Premium,1,4,4408.13
pc_portables,N2_marque_gamme,LENOVO::Premium::c4,LENOVO,Premium,2,4,4382.65
pc_portables,N2_marque_gamme,LENOVO::Premium::c4,LENOVO,Premium,3,4,4382.65
pc_portables,N2_marque_gamme,LENOVO::Premium::c4,LENOVO,Premium,4,4,4382.65
pc_portables,N2_marque_gamme,LENOVO::Premium::c5,LENOVO,Premium,1,6,4860.58
pc_portables,N2_marque_gamme,LENOVO::Premium::c5,LENOVO,Premium,2,9,5247.81
pc_portables,N2_marque_gamme,LENOVO::Premium::c5,LENOVO,Premium,3,8,5429.15
pc_portables,N2_marque_gamme,LENOVO::Premium::c5,LENOVO,Premium,4,8,5429.15
pc_portables,N2_marque_gamme,LENOVO::Premium::c6,LENOVO,Premium,1,2,8184.33
pc_portables,N2_marque_gamme,LENOVO::Premium::c6,LENOVO,Premium,2,7,7716.23
pc_portables,N2_marque_gamme,LENOVO::Premium::c6,LENOVO,Premium,3,7,7716.23
pc_portables,N2_marque_gamme,LENOVO::Premium::c6,LENOVO,Premium,4,7,7716.23
pc_portables,N2_marque_gamme,LENOVO::Premium::c7,LENOVO,Premium,1,2,4090.03
pc_portables,N2_marque_gamme,LENOVO::Premium::c7,LENOVO,Premium,2,2,4090.03
pc_portables,N2_marque_gamme,LENOVO::Premium::c7,LENOVO,Premium,3,1,4219.0
pc_portables,N2_marque_gamme,LENOVO::Premium::c7,LENOVO,Premium,4,1,4219.0
pc_portables,N2_marque_gamme,LENOVO::Économique::c0,LENOVO,Économique,1,5,1388.85
pc_portables,N2_marque_gamme,LENOVO::Économique::c0,LENOVO,Économique,2,5,1358.8
pc_portables,N2_marque_gamme,LENOVO::Économique::c0,LENOVO,Économique,3,4,1369.97
pc_portables,N2_marque_gamme,LENOVO::Économique::c0,LENOVO,Économique,4,5,1358.8
pc_portables,N2_marque_gamme,LENOVO::Économique::c1,LENOVO,Économique,1,6,2361.59
pc_portables,N2_marque_gamme,LENOVO::Économique::c1,LENOVO,Économique,2,7,2372.49
pc_portables,N2_marque_gamme,LENOVO::Économique::c1,LENOVO,Économique,3,7,2372.49
pc_portables,N2_marque_gamme,LENOVO::Économique::c1,LENOVO,Économique,4,7,2372.49
pc_portables,N2_marque_gamme,LENOVO::Économique::c2,LENOVO,Économique,1,11,1313.2
pc_portables,N2_marque_gamme,LENOVO::Économique::c2,LENOVO,Économique,2,10,1308.57
pc_portables,N2_marque_gamme,LENOVO::Économique::c2,LENOVO,Économique,3,9,1318.92
pc_portables,N2_marque_gamme,LENOVO::Économique::c2,LENOVO,Économique,4,9,1318.92
pc_portables,N2_marque_gamme,LENOVO::Économique::c3,LENOVO,Économique,1,6,1982.15
pc_portables,N2_marque_gamme,LENOVO::Économique::c3,LENOVO,Économique,2,5,2016.5
pc_portables,N2_marque_gamme,LENOVO::Économique::c3,LENOVO,Économique,3,5,2016.5
pc_portables,N2_marque_gamme,LENOVO::Économique::c3,LENOVO,Économique,4,5,2016.5
pc_portables,N2_marque_gamme,LENOVO::Économique::c4,LENOVO,Économique,1,6,1599.06
pc_portables,N2_marque_gamme,LENOVO::Économique::c4,LENOVO,Économique,2,6,1599.06
pc_portables,N2_marque_gamme,LENOVO::Économique::c4,LENOVO,Économique,3,5,1607.19
pc_portables,N2_marque_gamme,LENOVO::Économique::c4,LENOVO,Économique,4,5,1607.19
pc_portables,N2_marque_gamme,LENOVO::Économique::c5,LENOVO,Économique,1,7,1377.72
pc_portables,N2_marque_gamme,LENOVO::Économique::c5,LENOVO,Économique,2,9,1386.39
pc_portables,N2_marque_gamme,LENOVO::Économique::c5,LENOVO,Économique,3,7,1417.19
pc_portables,N2_marque_gamme,LENOVO::Économique::c5,LENOVO,Économique,4,8,1403.19
pc_portables,N2_marque_gamme,LENOVO::Économique::c6,LENOVO,Économique,1,3,2024.99
pc_portables,N2_marque_gamme,LENOVO::Économique::c6,LENOVO,Économique,2,3,2024.99
pc_portables,N2_marque_gamme,LENOVO::Économique::c6,LENOVO,Économique,3,2,1943.22
pc_portables,N2_marque_gamme,LENOVO::Économique::c6,LENOVO,Économique,4,2,1943.22
pc_portables,N2_marque_gamme,LENOVO::Économique::c7,LENOVO,Économique,1,2,2348.91
pc_portables,N2_marque_gamme,LENOVO::Économique::c7,LENOVO,Économique,2,2,2348.91
pc_portables,N2_marque_gamme,LENOVO::Économique::c7,LENOVO,Économique,3,2,2348.91
pc_portables,N2_marque_gamme,LENOVO::Économique::c7,LENOVO,Économique,4,2,2348.91
pc_portables,N2_marque_gamme,MSI::Milieu de gamme::c0,MSI,Milieu de gamme,1,2,3158.26
pc_portables,N2_marque_gamme,MSI::Milieu de gamme::c0,MSI,Milieu de gamme,2,3,3393.83
pc_portables,N2_marque_gamme,MSI::Milieu de gamme::c0,MSI,Milieu de gamme,3,3,3393.83
pc_portables,N2_marque_gamme,MSI::Milieu de gamme::c0,MSI,Milieu de gamme,4,3,3393.83
pc_portables,N2_marque_gamme,MSI::Milieu de gamme::c1,MSI,Milieu de gamme,1,5,3263.73
pc_portables,N2_marque_gamme,MSI::Milieu de gamme::c1,MSI,Milieu de gamme,2,4,3212.66
pc_portables,N2_marque_gamme,MSI::Milieu de gamme::c1,MSI,Milieu de gamme,3,4,3212.66
pc_portables,N2_marque_gamme,MSI::Milieu de gamme::c1,MSI,Milieu de gamme,4,4,3212.66
pc_portables,N2_marque_gamme,MSI::Milieu de gamme::c2,MSI,Milieu de gamme,1,3,3274.27
pc_portables,N2_marque_gamme,MSI::Milieu de gamme::c2,MSI,Milieu de gamme,2,2,3239.37
pc_portables,N2_marque_gamme,MSI::Milieu de gamme::c2,MSI,Milieu de gamme,3,2,3239.37
pc_portables,N2_marque_gamme,MSI::Milieu de gamme::c2,MSI,Milieu de gamme,4,2,3239.37
pc_portables,N2_marque_gamme,MSI::Milieu de gamme::c3,MSI,Milieu de gamme,1,2,3463.39
pc_portables,N2_marque_gamme,MSI::Milieu de gamme::c3,MSI,Milieu de gamme,2,2,3198.86
pc_portables,N2_marque_gamme,MSI::Milieu de gamme::c3,MSI,Milieu de gamme,3,2,3148.94
pc_portables,N2_marque_gamme,MSI::Milieu de gamme::c3,MSI,Milieu de gamme,4,2,3083.67
pc_portables,N2_marque_gamme,MSI::Milieu de gamme::c4,MSI,Milieu de gamme,1,2,3452.32
pc_portables,N2_marque_gamme,MSI::Milieu de gamme::c4,MSI,Milieu de gamme,2,3,3554.4
pc_portables,N2_marque_gamme,MSI::Milieu de gamme::c4,MSI,Milieu de gamme,3,3,3554.4
pc_portables,N2_marque_gamme,MSI::Milieu de gamme::c4,MSI,Milieu de gamme,4,3,3554.4
pc_portables,N2_marque_gamme,MSI::Milieu de gamme::c5,MSI,Milieu de gamme,1,3,3254.83
pc_portables,N2_marque_gamme,MSI::Milieu de gamme::c5,MSI,Milieu de gamme,2,4,3203.33
pc_portables,N2_marque_gamme,MSI::Milieu de gamme::c5,MSI,Milieu de gamme,3,4,3200.81
pc_portables,N2_marque_gamme,MSI::Milieu de gamme::c5,MSI,Milieu de gamme,4,4,3200.81
pc_portables,N2_marque_gamme,MSI::Milieu de gamme::c6,MSI,Milieu de gamme,1,2,3198.28
pc_portables,N2_marque_gamme,MSI::Milieu de gamme::c6,MSI,Milieu de gamme,2,2,3198.28
pc_portables,N2_marque_gamme,MSI::Milieu de gamme::c6,MSI,Milieu de gamme,3,2,3198.28
pc_portables,N2_marque_gamme,MSI::Milieu de gamme::c6,MSI,Milieu de gamme,4,2,3198.28
pc_portables,N2_marque_gamme,MSI::Milieu de gamme::c7,MSI,Milieu de gamme,1,2,3440.22
pc_portables,N2_marque_gamme,MSI::Milieu de gamme::c7,MSI,Milieu de gamme,2,2,3440.22
pc_portables,N2_marque_gamme,MSI::Milieu de gamme::c7,MSI,Milieu de gamme,3,2,3440.22
pc_portables,N2_marque_gamme,MSI::Milieu de gamme::c7,MSI,Milieu de gamme,4,2,3440.22
pc_portables,N2_marque_gamme,MSI::Premium::c0,MSI,Premium,1,21,4847.63
pc_portables,N2_marque_gamme,MSI::Premium::c0,MSI,Premium,2,21,4858.86
pc_portables,N2_marque_gamme,MSI::Premium::c0,MSI,Premium,3,21,4858.86
pc_portables,N2_marque_gamme,MSI::Premium::c0,MSI,Premium,4,21,4858.86
pc_portables,N2_marque_gamme,MSI::Économique::c0,MSI,Économique,1,4,2638.82
pc_portables,N2_marque_gamme,MSI::Économique::c0,MSI,Économique,2,2,2502.99
pc_portables,N2_marque_gamme,MSI::Économique::c0,MSI,Économique,3,2,2502.99
pc_portables,N2_marque_gamme,MSI::Économique::c0,MSI,Économique,4,2,2502.99
