categorie,approche,cluster,marque,gamme_prix,semaine,n_produits,prix_geometrique_tnd
smartphones,N2_marque_gamme,XIAOMI::Milieu de gamme::c2,XIAOMI,Milieu de gamme,3,2,839.0
smartphones,N2_marque_gamme,XIAOMI::Milieu de gamme::c2,XIAOMI,Milieu de gamme,4,2,839.0
smartphones,N2_marque_gamme,XIAOMI::Milieu de gamme::c3,XIAOMI,Milieu de gamme,1,4,899.0
smartphones,N2_marque_gamme,XIAOMI::Milieu de gamme::c3,XIAOMI,Milieu de gamme,2,4,899.0
smartphones,N2_marque_gamme,XIAOMI::Milieu de gamme::c3,XIAOMI,Milieu de gamme,3,4,899.0
smartphones,N2_marque_gamme,XIAOMI::Milieu de gamme::c3,XIAOMI,Milieu de gamme,4,4,899.0
smartphones,N2_marque_gamme,XIAOMI::Premium::c0,XIAOMI,Premium,1,15,1481.59
smartphones,N2_marque_gamme,XIAOMI::Premium::c0,XIAOMI,Premium,2,15,1481.59
smartphones,N2_marque_gamme,XIAOMI::Premium::c0,XIAOMI,Premium,3,15,1481.59
smartphones,N2_marque_gamme,XIAOMI::Premium::c0,XIAOMI,Premium,4,15,1481.59
smartphones,N2_marque_gamme,XIAOMI::Économique::c0,XIAOMI,Économique,1,2,647.07
smartphones,N2_marque_gamme,XIAOMI::Économique::c0,XIAOMI,Économique,2,3,699.0
smartphones,N2_marque_gamme,XIAOMI::Économique::c0,XIAOMI,Économique,3,3,699.0
smartphones,N2_marque_gamme,XIAOMI::Économique::c0,XIAOMI,Économique,4,3,699.0
smartphones,N2_marque_gamme,XIAOMI::Économique::c1,XIAOMI,Économique,1,4,679.0
smartphones,N2_marque_gamme,XIAOMI::Économique::c1,XIAOMI,Économique,2,4,679.0
smartphones,N2_marque_gamme,XIAOMI::Économique::c1,XIAOMI,Économique,3,4,679.0
smartphones,N2_marque_gamme,XIAOMI::Économique::c1,XIAOMI,Économique,4,4,679.0
smartphones,N2_marque_gamme,XIAOMI::Économique::c2,XIAOMI,Économique,1,1,649.0
smartphones,N2_marque_gamme,XIAOMI::Économique::c2,XIAOMI,Économique,2,2,569.08
smartphones,N2_marque_gamme,XIAOMI::Économique::c2,XIAOMI,Économique,3,7,490.41
smartphones,N2_marque_gamme,XIAOMI::Économique::c2,XIAOMI,Économique,4,7,490.41
smartphones,N2_marque_gamme,XIAOMI::Économique::c3,XIAOMI,Économique,1,6,551.37
smartphones,N2_marque_gamme,XIAOMI::Économique::c3,XIAOMI,Économique,2,6,551.37
smartphones,N2_marque_gamme,XIAOMI::Économique::c3,XIAOMI,Économique,3,6,551.37
smartphones,N2_marque_gamme,XIAOMI::Économique::c3,XIAOMI,Économique,4,8,562.91
smartphones,N2_marque_gamme,XIAOMI::Économique::c4,XIAOMI,Économique,1,3,699.0
smartphones,N2_marque_gamme,XIAOMI::Économique::c4,XIAOMI,Économique,2,3,699.0
smartphones,N2_marque_gamme,XIAOMI::Économique::c4,XIAOMI,Économique,3,3,699.0
smartphones,N2_marque_gamme,XIAOMI::Économique::c4,XIAOMI,Économique,4,3,699.0
smartphones,N2_marque_gamme,XIAOMI::Économique::c5,XIAOMI,Économique,3,4,421.94
smartphones,N2_marque_gamme,XIAOMI::Économique::c5,XIAOMI,Économique,4,4,421.94
telephones_portables,N1_technique,c0,,,1,9,50.68
telephones_portables,N1_technique,c0,,,2,8,49.72
telephones_portables,N1_technique,c0,,,3,9,50.68
telephones_portables,N1_technique,c0,,,4,9,50.68
telephones_portables,N1_technique,c1,,,1,34,48.33
telephones_portables,N1_technique,c1,,,2,32,48.46
telephones_portables,N1_technique,c1,,,3,30,52.51
telephones_portables,N1_technique,c1,,,4,30,52.51
telephones_portables,N1_technique,c2,,,1,17,46.58
telephones_portables,N1_technique,c2,,,2,19,50.18
telephones_portables,N1_technique,c2,,,3,18,51.19
telephones_portables,N1_technique,c2,,,4,18,51.19
telephones_portables,N1_technique,c3,,,1,8,39.72
telephones_portables,N1_technique,c3,,,2,12,58.79
telephones_portables,N1_technique,c3,,,3,14,60.26
telephones_portables,N1_technique,c3,,,4,14,60.26
telephones_portables,N1_technique,c4,,,2,3,105.56
telephones_portables,N1_technique,c4,,,3,3,105.56
telephones_portables,N1_technique,c4,,,4,3,105.56
telephones_portables,N2_marque_gamme,AMI::Économique::c0,AMI,Économique,1,16,49.76
telephones_portables,N2_marque_gamme,AMI::Économique::c0,AMI,Économique,2,10,37.45
telephones_portables,N2_marque_gamme,AMI::Économique::c0,AMI,Économique,3,10,37.45
telephones_portables,N2_marque_gamme,AMI::Économique::c0,AMI,Économique,4,10,37.45
telephones_portables,N2_marque_gamme,AMI::Économique::c1,AMI,Économique,2,6,79.9
telephones_portables,N2_marque_gamme,AMI::Économique::c1,AMI,Économique,3,6,79.9
telephones_portables,N2_marque_gamme,AMI::Économique::c1,AMI,Économique,4,6,79.9
telephones_portables,N2_marque_gamme,CLEVER::Économique::c0,CLEVER,Économique,2,7,89.0
telephones_portables,N2_marque_gamme,CLEVER::Économique::c0,CLEVER,Économique,3,7,89.0
telephones_portables,N2_marque_gamme,CLEVER::Économique::c0,CLEVER,Économique,4,7,89.0
telephones_portables,N2_marque_gamme,CLEVER::Économique::c1,CLEVER,Économique,1,6,32.9
telephones_portables,N2_marque_gamme,CLEVER::Économique::c1,CLEVER,Économique,2,5,32.9
telephones_portables,N2_marque_gamme,CLEVER::Économique::c1,CLEVER,Économique,3,5,32.9
telephones_portables,N2_marque_gamme,CLEVER::Économique::c1,CLEVER,Économique,4,5,32.9
telephones_portables,N2_marque_gamme,EVERTEK::Milieu de gamme::c0,EVERTEK,Milieu de gamme,1,1,49.0
telephones_portables,N2_marque_gamme,EVERTEK::Milieu de gamme::c0,EVERTEK,Milieu de gamme,2,1,49.0
telephones_portables,N2_marque_gamme,EVERTEK::Économique::c0,EVERTEK,Économique,1,7,37.56
telephones_portables,N2_marque_gamme,EVERTEK::Économique::c0,EVERTEK,Économique,2,7,37.56
telephones_portables,N2_marque_gamme,EVERTEK::Économique::c0,EVERTEK,Économique,3,2,38.0
telephones_portables,N2_marque_gamme,EVERTEK::Économique::c0,EVERTEK,Économique,4,2,38.0
telephones_portables,N2_marque_gamme,ITEL::Gamme unique::c0,ITEL,Gamme unique,1,2,35.0
telephones_portables,N2_marque_gamme,ITEL::Gamme unique::c0,ITEL,Gamme unique,2,2,35.0
telephones_portables,N2_marque_gamme,ITEL::Gamme unique::c0,ITEL,Gamme unique,3,1,35.0
telephones_portables,N2_marque_gamme,ITEL::Gamme unique::c0,ITEL,Gamme unique,4,1,35.0
telephones_portables,N2_marque_gamme,MAXFONE::Gamme unique::c0,MAXFONE,Gamme unique,1,2,79.9
telephones_portables,N2_marque_gamme,MAXFONE::Gamme unique::c0,MAXFONE,Gamme unique,2,2,79.9
telephones_portables,N2_marque_gamme,MAXFONE::Gamme unique::c0,MAXFONE,Gamme unique,3,2,79.9
telephones_portables,N2_marque_gamme,MAXFONE::Gamme unique::c0,MAXFONE,Gamme unique,4,2,79.9
telephones_portables,N2_marque_gamme,NOKIA::Milieu de gamme::c0,NOKIA,Milieu de gamme,2,1,99.0
telephones_portables,N2_marque_gamme,NOKIA::Milieu de gamme::c0,NOKIA,Milieu de gamme,3,1,99.0
telephones_portables,N2_marque_gamme,NOKIA::Milieu de gamme::c0,NOKIA,Milieu de gamme,4,1,99.0
telephones_portables,N2_marque_gamme,NOKIA::Premium::c0,NOKIA,Premium,2,2,109.0
telephones_portables,N2_marque_gamme,NOKIA::Premium::c0,NOKIA,Premium,3,2,109.0
telephones_portables,N2_marque_gamme,NOKIA::Premium::c0,NOKIA,Premium,4,2,109.0
telephones_portables,N2_marque_gamme,NOKIA::Économique::c0,NOKIA,Économique,2,2,89.0
telephones_portables,N2_marque_gamme,NOKIA::Économique::c0,NOKIA,Économique,3,2,89.0
telephones_portables,N2_marque_gamme,NOKIA::Économique::c0,NOKIA,Économique,4,2,89.0
telephones_portables,N2_marque_gamme,NOKIA::Économique::c1,NOKIA,Économique,1,2,59.0
telephones_portables,N2_marque_gamme,NOKIA::Économique::c1,NOKIA,Économique,2,1,59.0
telephones_portables,N2_marque_gamme,NOKIA::Économique::c1,NOKIA,Économique,3,2,59.0
telephones_portables,N2_marque_gamme,NOKIA::Économique::c1,NOKIA,Économique,4,2,59.0
telephones_portables,N2_marque_gamme,PHILIPS::Milieu de gamme::c0,PHILIPS,Milieu de gamme,2,2,94.34
telephones_portables,N2_marque_gamme,PHILIPS::Milieu de gamme::c0,PHILIPS,Milieu de gamme,3,2,94.34
telephones_portables,N2_marque_gamme,PHILIPS::Milieu de gamme::c0,PHILIPS,Milieu de gamme,4,2,94.34
telephones_portables,N2_marque_gamme,PHILIPS::Économique::c0,PHILIPS,Économique,1,5,50.02
telephones_portables,N2_marque_gamme,PHILIPS::Économique::c0,PHILIPS,Économique,2,5,50.02
telephones_portables,N2_marque_gamme,PHILIPS::Économique::c0,PHILIPS,Économique,3,5,50.02
telephones_portables,N2_marque_gamme,PHILIPS::Économique::c0,PHILIPS,Économique,4,5,50.02
telephones_portables,N2_marque_gamme,SMARTEC::Milieu de gamme::c0,SMARTEC,Milieu de gamme,1,2,85.0
telephones_portables,N2_marque_gamme,SMARTEC::Milieu de gamme::c0,SMARTEC,Milieu de gamme,2,2,85.0
telephones_portables,N2_marque_gamme,SMARTEC::Milieu de gamme::c0,SMARTEC,Milieu de gamme,3,2,85.0
telephones_portables,N2_marque_gamme,SMARTEC::Milieu de gamme::c0,SMARTEC,Milieu de gamme,4,2,85.0
telephones_portables,N2_marque_gamme,SMARTEC::Milieu de gamme::c1,SMARTEC,Milieu de gamme,1,2,85.0
telephones_portables,N2_marque_gamme,SMARTEC::Milieu de gamme::c1,SMARTEC,Milieu de gamme,2,2,85.0
telephones_portables,N2_marque_gamme,SMARTEC::Milieu de gamme::c1,SMARTEC,Milieu de gamme,3,2,85.0
telephones_portables,N2_marque_gamme,SMARTEC::Milieu de gamme::c1,SMARTEC,Milieu de gamme,4,2,85.0
telephones_portables,N2_marque_gamme,SMARTEC::Économique::c0,SMARTEC,Économique,1,6,44.77
telephones_portables,N2_marque_gamme,SMARTEC::Économique::c0,SMARTEC,Économique,2,4,39.0
telephones_portables,N2_marque_gamme,SMARTEC::Économique::c0,SMARTEC,Économique,3,6,44.77
telephones_portables,N2_marque_gamme,SMARTEC::Économique::c0,SMARTEC,Économique,4,6,44.77
telephones_portables,N2_marque_gamme,SMARTEC::Économique::c1,SMARTEC,Économique,1,4,39.0
telephones_portables,N2_marque_gamme,SMARTEC::Économique::c1,SMARTEC,Économique,2,4,39.0
telephones_portables,N2_marque_gamme,SMARTEC::Économique::c1,SMARTEC,Économique,3,4,39.0
telephones_portables,N2_marque_gamme,SMARTEC::Économique::c1,SMARTEC,Économique,4,4,39.0
telephones_portables,N2_marque_gamme,UNIWA::Milieu de gamme::c0,UNIWA,Milieu de gamme,1,3,49.0
telephones_portables,N2_marque_gamme,UNIWA::Milieu de gamme::c0,UNIWA,Milieu de gamme,2,3,49.0
telephones_portables,N2_marque_gamme,UNIWA::Milieu de gamme::c0,UNIWA,Milieu de gamme,3,3,49.0
telephones_portables,N2_marque_gamme,UNIWA::Milieu de gamme::c0,UNIWA,Milieu de gamme,4,3,49.0
telephones_portables,N2_marque_gamme,UNIWA::Économique::c0,UNIWA,Économique,1,6,37.23
telephones_portables,N2_marque_gamme,UNIWA::Économique::c0,UNIWA,Économique,2,6,37.23
telephones_portables,N2_marque_gamme,UNIWA::Économique::c0,UNIWA,Économique,3,6,37.23
telephones_portables,N2_marque_gamme,UNIWA::Économique::c0,UNIWA,Économique,4,6,37.23
televiseurs,N1_technique,c0,,,1,95,2347.02
televiseurs,N1_technique,c0,,,2,94,2369.05
televiseurs,N1_technique,c0,,,3,94,2369.05
televiseurs,N1_technique,c0,,,4,93,2348.08
televiseurs,N1_technique,c1,,,1,14,559.39
televiseurs,N1_technique,c1,,,2,14,561.07
televiseurs,N1_technique,c1,,,3,14,561.07
televiseurs,N1_technique,c1,,,4,14,560.0
televiseurs,N2_marque_gamme,ALMATV::Gamme unique::c0,ALMATV,Gamme unique,1,2,492.12
televiseurs,N2_marque_gamme,ALMATV::Gamme unique::c0,ALMATV,Gamme unique,2,2,492.12
televiseurs,N2_marque_gamme,ALMATV::Gamme unique::c0,ALMATV,Gamme unique,3,2,492.12
televiseurs,N2_marque_gamme,ALMATV::Gamme unique::c0,ALMATV,Gamme unique,4,2,485.58
televiseurs,N2_marque_gamme,ECOSAT::Milieu de gamme::c0,ECOSAT,Milieu de gamme,1,2,769.32
televiseurs,N2_marque_gamme,ECOSAT::Milieu de gamme::c0,ECOSAT,Milieu de gamme,2,2,769.32
televiseurs,N2_marque_gamme,ECOSAT::Milieu de gamme::c0,ECOSAT,Milieu de gamme,3,2,769.32
televiseurs,N2_marque_gamme,ECOSAT::Milieu de gamme::c0,ECOSAT,Milieu de gamme,4,2,769.32
televiseurs,N2_marque_gamme,ECOSAT::Premium::c0,ECOSAT,Premium,1,1,1499.0
televiseurs,N2_marque_gamme,ECOSAT::Premium::c0,ECOSAT,Premium,2,1,1479.0
televiseurs,N2_marque_gamme,ECOSAT::Premium::c0,ECOSAT,Premium,3,1,1479.0
televiseurs,N2_marque_gamme,ECOSAT::Premium::c0,ECOSAT,Premium,4,1,1479.0
televiseurs,N2_marque_gamme,ECOSAT::Économique::c0,ECOSAT,Économique,1,2,411.11
televiseurs,N2_marque_gamme,ECOSAT::Économique::c0,ECOSAT,Économique,2,2,411.11
televiseurs,N2_marque_gamme,ECOSAT::Économique::c0,ECOSAT,Économique,3,2,411.11
televiseurs,N2_marque_gamme,ECOSAT::Économique::c0,ECOSAT,Économique,4,2,411.11
televiseurs,N2_marque_gamme,HISENSE::Milieu de gamme::c0,HISENSE,Milieu de gamme,1,3,3967.74
televiseurs,N2_marque_gamme,HISENSE::Milieu de gamme::c0,HISENSE,Milieu de gamme,2,3,3967.74
televiseurs,N2_marque_gamme,HISENSE::Milieu de gamme::c0,HISENSE,Milieu de gamme,3,3,3967.74
televiseurs,N2_marque_gamme,HISENSE::Milieu de gamme::c0,HISENSE,Milieu de gamme,4,3,3967.74
televiseurs,N2_marque_gamme,HISENSE::Premium::c0,HISENSE,Premium,1,3,7741.29
televiseurs,N2_marque_gamme,HISENSE::Premium::c0,HISENSE,Premium,2,3,7741.29
televiseurs,N2_marque_gamme,HISENSE::Premium::c0,HISENSE,Premium,3,3,7741.29
televiseurs,N2_marque_gamme,HISENSE::Premium::c0,HISENSE,Premium,4,3,7741.29
televiseurs,N2_marque_gamme,HISENSE::Économique::c0,HISENSE,Économique,1,3,1195.34
televiseurs,N2_marque_gamme,HISENSE::Économique::c0,HISENSE,Économique,2,3,1195.34
televiseurs,N2_marque_gamme,HISENSE::Économique::c0,HISENSE,Économique,3,3,1195.34
televiseurs,N2_marque_gamme,HISENSE::Économique::c0,HISENSE,Économique,4,3,1195.34
televiseurs,N2_marque_gamme,IFFALCON::Gamme unique::c0,IFFALCON,Gamme unique,1,2,820.58
televiseurs,N2_marque_gamme,IFFALCON::Gamme unique::c0,IFFALCON,Gamme unique,2,2,820.58
televiseurs,N2_marque_gamme,IFFALCON::Gamme unique::c0,IFFALCON,Gamme unique,3,2,820.58
televiseurs,N2_marque_gamme,IFFALCON::Gamme unique::c0,IFFALCON,Gamme unique,4,2,820.58
televiseurs,N2_marque_gamme,LG::Milieu de gamme::c0,LG,Milieu de gamme,1,3,3541.61
televiseurs,N2_marque_gamme,LG::Milieu de gamme::c0,LG,Milieu de gamme,2,3,3541.61
televiseurs,N2_marque_gamme,LG::Milieu de gamme::c0,LG,Milieu de gamme,3,3,3541.61
televiseurs,N2_marque_gamme,LG::Milieu de gamme::c0,LG,Milieu de gamme,4,2,3697.65
televiseurs,N2_marque_gamme,LG::Premium::c0,LG,Premium,1,3,5508.04
televiseurs,N2_marque_gamme,LG::Premium::c0,LG,Premium,2,3,5508.04
televiseurs,N2_marque_gamme,LG::Premium::c0,LG,Premium,3,3,5508.04
televiseurs,N2_marque_gamme,LG::Premium::c0,LG,Premium,4,3,5508.04
televiseurs,N2_marque_gamme,LG::Économique::c0,LG,Économique,1,5,1811.88
televiseurs,N2_marque_gamme,LG::Économique::c0,LG,Économique,2,4,1841.25
televiseurs,N2_marque_gamme,LG::Économique::c0,LG,Économique,3,4,1841.25
televiseurs,N2_marque_gamme,LG::Économique::c0,LG,Économique,4,4,1841.25
televiseurs,N2_marque_gamme,MAXWELL::Milieu de gamme::c0,MAXWELL,Milieu de gamme,1,2,1295.15
televiseurs,N2_marque_gamme,MAXWELL::Milieu de gamme::c0,MAXWELL,Milieu de gamme,2,3,1069.35
televiseurs,N2_marque_gamme,MAXWELL::Milieu de gamme::c0,MAXWELL,Milieu de gamme,3,3,1069.35
televiseurs,N2_marque_gamme,MAXWELL::Milieu de gamme::c0,MAXWELL,Milieu de gamme,4,3,1069.35
televiseurs,N2_marque_gamme,MAXWELL::Premium::c0,MAXWELL,Premium,1,2,2091.84
televiseurs,N2_marque_gamme,MAXWELL::Premium::c0,MAXWELL,Premium,2,1,2189.0
televiseurs,N2_marque_gamme,MAXWELL::Premium::c0,MAXWELL,Premium,3,1,2189.0
televiseurs,N2_marque_gamme,MAXWELL::Premium::c0,MAXWELL,Premium,4,1,2189.0
televiseurs,N2_marque_gamme,MAXWELL::Économique::c0,MAXWELL,Économique,1,3,550.76
televiseurs,N2_marque_gamme,MAXWELL::Économique::c0,MAXWELL,Économique,2,2,488.88
televiseurs,N2_marque_gamme,MAXWELL::Économique::c0,MAXWELL,Économique,3,2,488.88
televiseurs,N2_marque_gamme,MAXWELL::Économique::c0,MAXWELL,Économique,4,2,488.88
televiseurs,N2_marque_gamme,SAMSUNG::Milieu de gamme::c0,SAMSUNG,Milieu de gamme,1,3,2670.14
televiseurs,N2_marque_gamme,SAMSUNG::Milieu de gamme::c0,SAMSUNG,Milieu de gamme,2,3,2670.14
televiseurs,N2_marque_gamme,SAMSUNG::Milieu de gamme::c0,SAMSUNG,Milieu de gamme,3,3,2670.14
televiseurs,N2_marque_gamme,SAMSUNG::Milieu de gamme::c0,SAMSUNG,Milieu de gamme,4,2,2478.5
televiseurs,N2_marque_gamme,SAMSUNG::Milieu de gamme::c1,SAMSUNG,Milieu de gamme,1,3,2973.79
televiseurs,N2_marque_gamme,SAMSUNG::Milieu de gamme::c1,SAMSUNG,Milieu de gamme,2,3,2973.79
televiseurs,N2_marque_gamme,SAMSUNG::Milieu de gamme::c1,SAMSUNG,Milieu de gamme,3,3,2973.79
televiseurs,N2_marque_gamme,SAMSUNG::Milieu de gamme::c1,SAMSUNG,Milieu de gamme,4,3,2973.79
televiseurs,N2_marque_gamme,SAMSUNG::Premium::c0,SAMSUNG,Premium,1,5,5588.77
televiseurs,N2_marque_gamme,SAMSUNG::Premium::c0,SAMSUNG,Premium,2,5,5588.77
televiseurs,N2_marque_gamme,SAMSUNG::Premium::c0,SAMSUNG,Premium,3,5,5588.77
televiseurs,N2_marque_gamme,SAMSUNG::Premium::c0,SAMSUNG,Premium,4,5,5588.77
televiseurs,N2_marque_gamme,SAMSUNG::Premium::c1,SAMSUNG,Premium,1,2,3797.94
televiseurs,N2_marque_gamme,SAMSUNG::Premium::c1,SAMSUNG,Premium,2,2,3797.94
televiseurs,N2_marque_gamme,SAMSUNG::Premium::c1,SAMSUNG,Premium,3,2,3797.94
televiseurs,N2_marque_gamme,SAMSUNG::Premium::c1,SAMSUNG,Premium,4,2,3797.94
televiseurs,N2_marque_gamme,SAMSUNG::Économique::c0,SAMSUNG,Économique,1,6,1707.41
televiseurs,N2_marque_gamme,SAMSUNG::Économique::c0,SAMSUNG,Économique,2,6,1707.41
televiseurs,N2_marque_gamme,SAMSUNG::Économique::c0,SAMSUNG,Économique,3,6,1707.41
televiseurs,N2_marque_gamme,SAMSUNG::Économique::c0,SAMSUNG,Économique,4,6,1707.41
televiseurs,N2_marque_gamme,SAMSUNG::Économique::c1,SAMSUNG,Économique,1,2,874.48
televiseurs,N2_marque_gamme,SAMSUNG::Économique::c1,SAMSUNG,Économique,2,2,874.48
televiseurs,N2_marque_gamme,SAMSUNG::Économique::c1,SAMSUNG,Économique,3,2,874.48
televiseurs,N2_marque_gamme,SAMSUNG::Économique::c1,SAMSUNG,Économique,4,2,874.48
televiseurs,N2_marque_gamme,TCL::Milieu de gamme::c0,TCL,Milieu de gamme,1,5,2935.46
televiseurs,N2_marque_gamme,TCL::Milieu de gamme::c0,TCL,Milieu de gamme,2,5,2935.46
televiseurs,N2_marque_gamme,TCL::Milieu de gamme::c0,TCL,Milieu de gamme,3,5,2935.46
televiseurs,N2_marque_gamme,TCL::Milieu de gamme::c0,TCL,Milieu de gamme,4,5,2935.46
televiseurs,N2_marque_gamme,TCL::Premium::c0,TCL,Premium,1,4,6308.45
televiseurs,N2_marque_gamme,TCL::Premium::c0,TCL,Premium,2,4,6308.45
televiseurs,N2_marque_gamme,TCL::Premium::c0,TCL,Premium,3,4,6308.45
televiseurs,N2_marque_gamme,TCL::Premium::c0,TCL,Premium,4,4,6308.45
televiseurs,N2_marque_gamme,TCL::Premium::c1,TCL,Premium,1,2,7258.67
televiseurs,N2_marque_gamme,TCL::Premium::c1,TCL,Premium,2,2,7258.67
televiseurs,N2_marque_gamme,TCL::Premium::c1,TCL,Premium,3,2,7258.67
televiseurs,N2_marque_gamme,TCL::Premium::c1,TCL,Premium,4,2,7100.74
televiseurs,N2_marque_gamme,TCL::Économique::c0,TCL,Économique,1,4,1681.25
televiseurs,N2_marque_gamme,TCL::Économique::c0,TCL,Économique,2,4,1681.25
televiseurs,N2_marque_gamme,TCL::Économique::c0,TCL,Économique,3,4,1681.25
televiseurs,N2_marque_gamme,TCL::Économique::c0,TCL,Économique,4,4,1681.25
televiseurs,N2_marque_gamme,TCL::Économique::c1,TCL,Économique,1,3,1128.21
televiseurs,N2_marque_gamme,TCL::Économique::c1,TCL,Économique,2,3,1128.21
televiseurs,N2_marque_gamme,TCL::Économique::c1,TCL,Économique,3,3,1128.21
televiseurs,N2_marque_gamme,TCL::Économique::c1,TCL,Économique,4,2,947.68
televiseurs,N2_marque_gamme,TELEFUNKEN::Milieu de gamme::c0,TELEFUNKEN,Milieu de gamme,1,4,1415.68
televiseurs,N2_marque_gamme,TELEFUNKEN::Milieu de gamme::c0,TELEFUNKEN,Milieu de gamme,2,4,1415.68
televiseurs,N2_marque_gamme,TELEFUNKEN::Milieu de gamme::c0,TELEFUNKEN,Milieu de gamme,3,4,1415.68
televiseurs,N2_marque_gamme,TELEFUNKEN::Milieu de gamme::c0,TELEFUNKEN,Milieu de gamme,4,4,1370.22
televiseurs,N2_marque_gamme,TELEFUNKEN::Milieu de gamme::c1,TELEFUNKEN,Milieu de gamme,1,2,1347.68
televiseurs,N2_marque_gamme,TELEFUNKEN::Milieu de gamme::c1,TELEFUNKEN,Milieu de gamme,2,2,1347.68
televiseurs,N2_marque_gamme,TELEFUNKEN::Milieu de gamme::c1,TELEFUNKEN,Milieu de gamme,3,2,1347.68
televiseurs,N2_marque_gamme,TELEFUNKEN::Milieu de gamme::c1,TELEFUNKEN,Milieu de gamme,4,3,1361.31
televiseurs,N2_marque_gamme,TELEFUNKEN::Premium::c0,TELEFUNKEN,Premium,1,5,4191.93
televiseurs,N2_marque_gamme,TELEFUNKEN::Premium::c0,TELEFUNKEN,Premium,2,6,4073.37
televiseurs,N2_marque_gamme,TELEFUNKEN::Premium::c0,TELEFUNKEN,Premium,3,6,4073.37
televiseurs,N2_marque_gamme,TELEFUNKEN::Premium::c0,TELEFUNKEN,Premium,4,7,3809.52
televiseurs,N2_marque_gamme,TELEFUNKEN::Économique::c0,TELEFUNKEN,Économique,1,4,562.41
televiseurs,N2_marque_gamme,TELEFUNKEN::Économique::c0,TELEFUNKEN,Économique,2,4,562.41
televiseurs,N2_marque_gamme,TELEFUNKEN::Économique::c0,TELEFUNKEN,Économique,3,4,562.41
televiseurs,N2_marque_gamme,TELEFUNKEN::Économique::c0,TELEFUNKEN,Économique,4,4,562.41
televiseurs,N2_marque_gamme,TELEFUNKEN::Économique::c1,TELEFUNKEN,Économique,1,3,700.31
televiseurs,N2_marque_gamme,TELEFUNKEN::Économique::c1,TELEFUNKEN,Économique,2,3,700.31
televiseurs,N2_marque_gamme,TELEFUNKEN::Économique::c1,TELEFUNKEN,Économique,3,3,700.31
televiseurs,N2_marque_gamme,TELEFUNKEN::Économique::c1,TELEFUNKEN,Économique,4,3,700.31
televiseurs,N2_marque_gamme,THOMSON::Milieu de gamme::c0,THOMSON,Milieu de gamme,1,3,2141.43
televiseurs,N2_marque_gamme,THOMSON::Milieu de gamme::c0,THOMSON,Milieu de gamme,2,3,2141.43
televiseurs,N2_marque_gamme,THOMSON::Milieu de gamme::c0,THOMSON,Milieu de gamme,3,3,2141.43
televiseurs,N2_marque_gamme,THOMSON::Milieu de gamme::c0,THOMSON,Milieu de gamme,4,3,2141.43
televiseurs,N2_marque_gamme,THOMSON::Premium::c0,THOMSON,Premium,1,3,3614.21
televiseurs,N2_marque_gamme,THOMSON::Premium::c0,THOMSON,Premium,2,3,3614.21
televiseurs,N2_marque_gamme,THOMSON::Premium::c0,THOMSON,Premium,3,3,3614.21
televiseurs,N2_marque_gamme,THOMSON::Premium::c0,THOMSON,Premium,4,3,3614.21
televiseurs,N2_marque_gamme,THOMSON::Économique::c0,THOMSON,Économique,1,2,1477.14
televiseurs,N2_marque_gamme,THOMSON::Économique::c0,THOMSON,Économique,2,2,1477.14
televiseurs,N2_marque_gamme,THOMSON::Économique::c0,THOMSON,Économique,3,2,1477.14
televiseurs,N2_marque_gamme,THOMSON::Économique::c0,THOMSON,Économique,4,2,1477.14
televiseurs,N2_marque_gamme,THOMSON::Économique::c1,THOMSON,Économique,1,2,1463.57
televiseurs,N2_marque_gamme,THOMSON::Économique::c1,THOMSON,Économique,2,2,1463.57
televiseurs,N2_marque_gamme,THOMSON::Économique::c1,THOMSON,Économique,3,2,1463.57
televiseurs,N2_marque_gamme,THOMSON::Économique::c1,THOMSON,Économique,4,2,1463.57
televiseurs,N2_marque_gamme,VEGA::Milieu de gamme::c0,VEGA,Milieu de gamme,1,2,1055.4
televiseurs,N2_marque_gamme,VEGA::Milieu de gamme::c0,VEGA,Milieu de gamme,2,2,1055.4
televiseurs,N2_marque_gamme,VEGA::Milieu de gamme::c0,VEGA,Milieu de gamme,3,2,1055.4
televiseurs,N2_marque_gamme,VEGA::Milieu de gamme::c0,VEGA,Milieu de gamme,4,2,1055.4
televiseurs,N2_marque_gamme,VEGA::Premium::c0,VEGA,Premium,1,2,2044.9
televiseurs,N2_marque_gamme,VEGA::Premium::c0,VEGA,Premium,2,2,2044.9
televiseurs,N2_marque_gamme,VEGA::Premium::c0,VEGA,Premium,3,2,2044.9
televiseurs,N2_marque_gamme,VEGA::Premium::c0,VEGA,Premium,4,2,2044.9
televiseurs,N2_marque_gamme,VEGA::Économique::c0,VEGA,Économique,1,2,650.88
televiseurs,N2_marque_gamme,VEGA::Économique::c0,VEGA,Économique,2,2,650.88
televiseurs,N2_marque_gamme,VEGA::Économique::c0,VEGA,Économique,3,2,650.88
televiseurs,N2_marque_gamme,VEGA::Économique::c0,VEGA,Économique,4,2,650.88
