feature,coefficient
os_platform_Windows 11 Pro,0.023016218360341078
cpu_serie_5.0,-0.01216464860618539
os_platform_Windows 11 Famille,-0.011786299519599953
cpu_serie_7.0,-0.01039627585971952
taille_ecran,-0.005370185146735329
ram_go,-3.613899860183941e-05
stockage_go,0.0
