feature,importance
taille_ecran,0.43531885106403484
ram_go,0.2415140607331629
os_platform_Windows 11 Pro,0.1764471517978383
cpu_serie_7.0,0.1279173062186796
os_platform_Windows 11 Famille,0.016029729252765402
cpu_serie_5.0,0.0027729009335189453
stockage_go,0.0
