feature,coefficient
os_platform_Windows 11 Famille,0.025189990998393353
os_platform_Windows 11 Pro,-0.016067582914368404
cpu_serie,-0.0022216157718075503
taille_ecran,0.0003759955582352877
stockage_go,6.043332115496491e-05
ram_go,-5.135259270875516e-06
