feature,coefficient,std_err,p_value,pct_effect
const,6.78241541115147,0.6057108240513789,4.1964878258865873e-29,
marque_BMAX,-0.8598794277966673,0.050781913449090894,2.5786664967135964e-64,-57.678689302160315
marque_GIGABYTE,-0.4002809533350894,0.08723214908025853,4.46044474468193e-06,-32.98682561635676
cpu_serie_3.0,-0.38763384279241975,0.042096303464395246,3.3144410215719336e-20,-32.13392056834024
os_platform_Freedos,0.23571246331971188,0.04950286187821737,1.9207108065611645e-06,26.58102909460156
os_platform_Windows 11 Pro (Offert),0.13214699502604668,0.04225611261476109,0.0017642756036040784,14.12760688432224
marque_DELL,-0.09620689062333948,0.04341266854476524,0.026684534607513858,-9.172391717637629
marque_MSI,0.09546341243271914,0.04928741997836998,0.05276101989026118,10.016856880602454
marque_LENOVO,0.06339862764650614,0.03715878352998179,0.08797930807381439,6.545147300345167
cpu_serie_7.0,0.061600189427323725,0.042381438870659545,0.14609304489351277,6.353704635873947
cpu_serie_9.0,-0.060950473602980795,0.043191000519242136,0.1581901979134518,-5.913016348481747
os_platform_Windows 11,-0.06020904755942836,0.08330652996792079,0.4698390007254962,-5.843231941651672
cpu_serie_5.0,-0.05318895484781782,0.038727915764771005,0.1696277462857717,-5.179917158925129
marque_CHUWI,0.045405316871382786,0.08390963044064549,0.5884237431839527,4.645191858153619
os_platform_Windows 11 Pro,-0.03545433074101595,0.02920027305717938,0.2246797386799081,-3.483318832341409
os_platform_Windows 11 Famille,-0.02817199175721046,0.03806525856165904,0.45924100994779316,-2.777886160128462
ram_go,0.01642184562948652,0.0014102265353785814,2.438126771833193e-31,1.642184562948652
taille_ecran,0.011612234295970143,0.037102853777672716,0.7543002980415515,1.1612234295970143
marque_HP,0.004813484544058461,0.044792716742060465,0.9144230083945605,0.48250879709546
stockage_go,0.0014314881323620363,0.00012512252798445054,2.6179323118021058e-30,0.14314881323620363
