feature,importance
ram_go,0.24678152683473722
os_platform_Windows 11 Famille,0.19590076311552526
taille_ecran,0.1545219527843076
os_platform_Windows 11 Pro,0.15205533955364903
cpu_serie_9.0,0.10867545827472075
cpu_serie_5.0,0.06515238563784159
cpu_serie_7.0,0.052009638534942434
os_platform_Windows 11 Pro (Offert),0.02490293526427609
stockage_go,0.0
