cle_produit,categorie,marque,gamme,cluster_segmentation
https://www.mytek.tn/smartphone-infinix-gt-50-pro-5g-12go-256go-noir.html,smartphones,INFINIX,Premium,profil_descriptif
https://www.mytek.tn/smartphone-infinix-gt-50-pro-5g-12go-256go-rouge.html,smartphones,INFINIX,Premium,profil_descriptif
https://www.mytek.tn/smartphone-oppo-a5x-4go-128go-laser-white.html,smartphones,OPPO,Économique,profil_descriptif
https://www.mytek.tn/smartphone-oppo-a5x-4go-128go-midnight-blue.html,smartphones,OPPO,Économique,profil_descriptif
https://www.mytek.tn/smartphone-oppo-a6x-4go-128go-bleu.html,smartphones,OPPO,Économique,profil_descriptif
https://www.mytek.tn/smartphone-oppo-a6x-4go-128go-violet.html,smartphones,OPPO,Économique,profil_descriptif
https://www.mytek.tn/smartphone-oppo-a5-4g-6go-128go-blanc-brumeux.html,smartphones,OPPO,Économique,profil_descriptif
https://www.mytek.tn/smartphone-oppo-a5-4g-6go-128go-vert-aurore.html,smartphones,OPPO,Économique,profil_descriptif
https://www.mytek.tn/smartphone-oppo-a6x-5g-8go-4go-4go-ram-extensible-128go-plum-purple.html,smartphones,OPPO,Économique,profil_descriptif
https://www.mytek.tn/smartphone-oppo-a6x-5g-8go-4go-4go-ram-extensible-128go-bleu-glacier.html,smartphones,OPPO,Économique,profil_descriptif
https://www.mytek.tn/smartphone-oppo-a76-6go-128go-bleu.html,smartphones,OPPO,Milieu de gamme,profil_descriptif
https://www.mytek.tn/smartphone-oppo-a5-4g-8go-256go-vert-aurore.html,smartphones,OPPO,Milieu de gamme,profil_descriptif
https://www.mytek.tn/smartphone-oppo-a5-4g-8go-256go-blanc-brumeux.html,smartphones,OPPO,Milieu de gamme,profil_descriptif
https://www.mytek.tn/smartphone-oppo-a5-5g-6go-128go-vert.html,smartphones,OPPO,Milieu de gamme,profil_descriptif
https://www.mytek.tn/smartphone-oppo-a5-5g-6go-128go-blanc.html,smartphones,OPPO,Milieu de gamme,profil_descriptif
https://www.mytek.tn/smartphone-oppo-a6-pro-4g-8go-256go-bleu.html,smartphones,OPPO,Milieu de gamme,profil_descriptif
https://www.mytek.tn/smartphone-oppo-a6-pro-4g-8go-256go-rouge.html,smartphones,OPPO,Milieu de gamme,profil_descriptif
https://www.mytek.tn/smartphone-oppo-a6-8go-256go-aurora-gold.html,smartphones,OPPO,Premium,profil_descriptif
https://www.mytek.tn/smartphone-oppo-a6-8go-256go-saphir-bleu.html,smartphones,OPPO,Premium,profil_descriptif
https://www.mytek.tn/smartphone-oppo-a6-pro-5g-8go-256go-bleu.html,smartphones,OPPO,Premium,profil_descriptif
https://www.mytek.tn/smartphone-oppo-a6-pro-5g-8go-256go-rouge.html,smartphones,OPPO,Premium,profil_descriptif
https://www.mytek.tn/smartphone-oppo-reno14-f-5g-12go-256go-opal-blue.html,smartphones,OPPO,Premium,profil_descriptif
https://www.mytek.tn/smartphone-oppo-reno-15f-5g-24go-512go-bleu-crepuscule.html,smartphones,OPPO,Premium,profil_descriptif
https://www.mytek.tn/smartphone-oppo-reno-15f-5g-24go-512go-bleu-aurore.html,smartphones,OPPO,Premium,profil_descriptif
https://www.mytek.tn/smartphone-lesia-young-1-2go-16go-bleu-fonce.html,smartphones,LESIA,Économique,profil_descriptif
https://www.mytek.tn/smartphone-lesia-young-1-2go-16go-violet.html,smartphones,LESIA,Économique,profil_descriptif
https://www.mytek.tn/smartphone-lesia-young-1-2go-16go-bleu-ciel.html,smartphones,LESIA,Économique,profil_descriptif
https://www.mytek.tn/smartphone-lesia-young-6-2go-16go-noir.html,smartphones,LESIA,Économique,profil_descriptif
https://www.mytek.tn/smartphone-lesia-young-6-2go-16go-gold.html,smartphones,LESIA,Économique,profil_descriptif
https://www.mytek.tn/smartphone-lesia-young-6-2-2go-16go-silver.html,smartphones,LESIA,Économique,profil_descriptif
https://www.mytek.tn/smartphone-lesia-young-2-4go-32go-purple.html,smartphones,LESIA,Premium,profil_descriptif
https://www.mytek.tn/smartphone-lesia-young-2-4go-32go-vert.html,smartphones,LESIA,Premium,profil_descriptif
https://www.mytek.tn/smartphone-lesia-young-2-4go-32go-dark-bleu.html,smartphones,LESIA,Premium,profil_descriptif
https://www.mytek.tn/smartphone-lesia-young-3-2-2-go-32go-rose.html,smartphones,LESIA,Premium,profil_descriptif
https://www.mytek.tn/smartphone-lesia-young-3-2-2-go-32go-sky-blue.html,smartphones,LESIA,Premium,profil_descriptif
https://www.mytek.tn/smartphone-lesia-young-3-4go-32go-dark-blue.html,smartphones,LESIA,Premium,profil_descriptif
https://www.mytek.tn/smartphone-oscal-flat-2-4go-128go-bleu.html,smartphones,OSCAL,Gamme unique,profil_descriptif
https://www.mytek.tn/smartphone-oscal-flat-2-12go-128go-noir.html,smartphones,OSCAL,Gamme unique,profil_descriptif
https://www.mytek.tn/smartphone-oscal-flat-2-6go-256go-noir.html,smartphones,OSCAL,Gamme unique,profil_descriptif
https://www.mytek.tn/smartphone-oscal-flat-2-6go-256go-bleu.html,smartphones,OSCAL,Gamme unique,profil_descriptif
https://www.mytek.tn/smartphone-oscal-marine-2-12go-64go-noir.html,smartphones,OSCAL,Gamme unique,profil_descriptif
https://www.mytek.tn/smartphone-oscal-tiger-12-8go-128go-bleu.html,smartphones,OSCAL,Gamme unique,profil_descriptif
https://www.mytek.tn/smartphone-oscal-tiger-12-16go-128go-gris.html,smartphones,OSCAL,Gamme unique,profil_descriptif
https://www.mytek.tn/smartphone-tecno-spark-30c-5g-4go-64go-midnight-shadow.html,smartphones,TECNO,Gamme unique,profil_descriptif
https://www.mytek.tn/smartphone-tecno-spark-30-5g-4-go-128-go-aurora-cloud.html,smartphones,TECNO,Gamme unique,profil_descriptif
https://www.mytek.tn/smartphone-tecno-spark-30-5g-4-go-128-go-midnight-shadow.html,smartphones,TECNO,Gamme unique,profil_descriptif
https://www.mytek.tn/smartphone-tecno-spark-30-5g-4-go-128-go-azure-sky.html,smartphones,TECNO,Gamme unique,profil_descriptif
https://www.mytek.tn/smartphone-tecno-spark-30-5g-6go-128-go-aurora-gold.html,smartphones,TECNO,Gamme unique,profil_descriptif
https://www.mytek.tn/smartphone-tecno-spark-30-5g-6go-128-go-azure-sky.html,smartphones,TECNO,Gamme unique,profil_descriptif
