cle_produit,categorie,cluster_direct
https://www.mytek.tn/smartphone-xiaomi-redmi-note-15-5g-8go-256go-couleur-violet-lavande.html,smartphones,2
https://www.mytek.tn/smartphone-xiaomi-redmi-note-15-pro-5g-8go-256go-noir.html,smartphones,1
https://www.mytek.tn/smartphone-xiaomi-redmi-note-15-pro-5g-8go-256go-glacier-blue.html,smartphones,1
https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-pro-plus-5g-8go-256go-bleu-givre.html,smartphones,3
https://www.mytek.tn/smartphone-xiaomi-redmi-note-15-pro-plus-5g-8go-256go-glacier-bleu.html,smartphones,1
https://www.mytek.tn/smartphone-xiaomi-redmi-note-15-pro-plus-5g-8go-256go-mocha-brown.html,smartphones,1
https://www.mytek.tn/smartphone-xiaomi-redmi-note-15-pro-8go-256go-5g-noir.html,smartphones,1
https://www.mytek.tn/smartphone-xiaomi-redmi-note-15-pro-plus-5g-12go-512go-noir.html,smartphones,1
https://www.mytek.tn/smartphone-xiaomi-redmi-note-15-pro-plus-5g-12go-512go-glacier-bleu.html,smartphones,1
https://www.mytek.tn/smartphone-xiaomi-redmi-note-15-pro-plus-5g-12go-512go-moka-brown.html,smartphones,1
