categorie,marque,gamme,cluster_segmentation,cle_produit,semaine,prix_tnd
televiseurs,LG,Premium,profil_descriptif,https://www.mytek.tn/tv-lg-65-nanocell-nano80-4k-smart-tv-65nano80t6a.html,4,3799.0
televiseurs,LG,Premium,profil_descriptif,https://www.mytek.tn/tv-lg-65-qned-ev-ai-qned70-4k-smart-tv-2025-noir.html,1,3999.0
televiseurs,LG,Premium,profil_descriptif,https://www.mytek.tn/tv-lg-65-qned-ev-ai-qned70-4k-smart-tv-2025-noir.html,2,3999.0
televiseurs,LG,Premium,profil_descriptif,https://www.mytek.tn/tv-lg-65-qned-ev-ai-qned70-4k-smart-tv-2025-noir.html,3,3999.0
televiseurs,LG,Premium,profil_descriptif,https://www.mytek.tn/tv-lg-65-qned-ev-ai-qned70-4k-smart-tv-2025-noir.html,4,3999.0
televiseurs,LG,Premium,profil_descriptif,https://www.mytek.tn/tv-lg-65-uhd-4k-smart-tv-65nano776ra-noir.html,1,3599.0
televiseurs,LG,Premium,profil_descriptif,https://www.mytek.tn/tv-lg-65-uhd-4k-smart-tv-65nano776ra-noir.html,2,3599.0
televiseurs,LG,Premium,profil_descriptif,https://www.mytek.tn/tv-lg-65-uhd-4k-smart-tv-65nano776ra-noir.html,3,3599.0
televiseurs,LG,Premium,profil_descriptif,https://www.mytek.tn/tv-lg-65-uhd-4k-smart-tv-65nano776ra-noir.html,4,3599.0
televiseurs,LG,Économique,profil_descriptif,https://www.mytek.tn/tv-lg-43-ai-ua85-4k-smart-43ua85006la.html,1,1499.0
televiseurs,LG,Économique,profil_descriptif,https://www.mytek.tn/tv-lg-43-ai-ua85-4k-smart-43ua85006la.html,2,1499.0
televiseurs,LG,Économique,profil_descriptif,https://www.mytek.tn/tv-lg-43-ai-ua85-4k-smart-43ua85006la.html,3,1499.0
televiseurs,LG,Économique,profil_descriptif,https://www.mytek.tn/tv-lg-43-ai-ua85-4k-smart-43ua85006la.html,4,1499.0
televiseurs,LG,Économique,profil_descriptif,https://www.mytek.tn/tv-lg-43-smart-lm6370-led-full-hd-recepteur-integre.html,1,1199.0
televiseurs,LG,Économique,profil_descriptif,https://www.mytek.tn/tv-lg-43-smart-lm6370-led-full-hd-recepteur-integre.html,2,1199.0
televiseurs,LG,Économique,profil_descriptif,https://www.mytek.tn/tv-lg-43-smart-lm6370-led-full-hd-recepteur-integre.html,3,1199.0
televiseurs,LG,Économique,profil_descriptif,https://www.mytek.tn/tv-lg-43-smart-lm6370-led-full-hd-recepteur-integre.html,4,1199.0
televiseurs,LG,Économique,profil_descriptif,https://www.mytek.tn/tv-lg-50-ai-ua85-4k-smart-50ua85006la.html,1,1699.0
televiseurs,LG,Économique,profil_descriptif,https://www.mytek.tn/tv-lg-55-ai-ua85-4k-smart-55ua85006la.html,1,1999.0
televiseurs,LG,Économique,profil_descriptif,https://www.mytek.tn/tv-lg-55-ai-ua85-4k-smart-55ua85006la.html,2,1999.0
televiseurs,LG,Économique,profil_descriptif,https://www.mytek.tn/tv-lg-55-ai-ua85-4k-smart-55ua85006la.html,3,1999.0
televiseurs,LG,Économique,profil_descriptif,https://www.mytek.tn/tv-lg-55-ai-ua85-4k-smart-55ua85006la.html,4,1999.0
televiseurs,LG,Économique,profil_descriptif,https://www.mytek.tn/tv-lg-55-qned-ev-ai-qned70-4k-smart-tv-2025-noir.html,1,3199.0
televiseurs,LG,Économique,profil_descriptif,https://www.mytek.tn/tv-lg-55-qned-ev-ai-qned70-4k-smart-tv-2025-noir.html,2,3199.0
televiseurs,LG,Économique,profil_descriptif,https://www.mytek.tn/tv-lg-55-qned-ev-ai-qned70-4k-smart-tv-2025-noir.html,3,3199.0
televiseurs,LG,Économique,profil_descriptif,https://www.mytek.tn/tv-lg-55-qned-ev-ai-qned70-4k-smart-tv-2025-noir.html,4,3199.0
televiseurs,LG,Économique,profil_descriptif,https://www.mytek.tn/tv-lg-65-uhd-ut80-4k-smart-tv-65ut80006la.html,1,3249.0
televiseurs,LG,Économique,profil_descriptif,https://www.mytek.tn/tv-lg-65-uhd-ut80-4k-smart-tv-65ut80006la.html,2,3249.0
televiseurs,LG,Économique,profil_descriptif,https://www.mytek.tn/tv-lg-65-uhd-ut80-4k-smart-tv-65ut80006la.html,3,3249.0
televiseurs,MAXWELL,Gamme unique,profil_descriptif,https://www.mytek.tn/televiseur-maxwell-50-mg60-qled-4k-smart-google-tv-noir.html,1,1199.0
televiseurs,MAXWELL,Gamme unique,profil_descriptif,https://www.mytek.tn/televiseur-maxwell-50-mg60-qled-4k-smart-google-tv-noir.html,2,1199.0
televiseurs,MAXWELL,Gamme unique,profil_descriptif,https://www.mytek.tn/televiseur-maxwell-50-mg60-qled-4k-smart-google-tv-noir.html,3,1199.0
televiseurs,MAXWELL,Gamme unique,profil_descriptif,https://www.mytek.tn/televiseur-maxwell-50-mg60-qled-4k-smart-google-tv-noir.html,4,1199.0
televiseurs,MAXWELL,Gamme unique,profil_descriptif,https://www.mytek.tn/tv-maxwell-32-m20-qled-hd-recepteur-integre.html,1,399.0
televiseurs,MAXWELL,Gamme unique,profil_descriptif,https://www.mytek.tn/tv-maxwell-32-m20-qled-hd-recepteur-integre.html,2,399.0
televiseurs,MAXWELL,Gamme unique,profil_descriptif,https://www.mytek.tn/tv-maxwell-32-m20-qled-hd-recepteur-integre.html,3,399.0
televiseurs,MAXWELL,Gamme unique,profil_descriptif,https://www.mytek.tn/tv-maxwell-32-m20-qled-hd-recepteur-integre.html,4,399.0
televiseurs,MAXWELL,Gamme unique,profil_descriptif,https://www.mytek.tn/tv-maxwell-40-m20-qled-full-hd-recepteur-integre.html,1,599.0
televiseurs,MAXWELL,Gamme unique,profil_descriptif,https://www.mytek.tn/tv-maxwell-40-m20-qled-full-hd-recepteur-integre.html,2,599.0
televiseurs,MAXWELL,Gamme unique,profil_descriptif,https://www.mytek.tn/tv-maxwell-40-m20-qled-full-hd-recepteur-integre.html,3,599.0
televiseurs,MAXWELL,Gamme unique,profil_descriptif,https://www.mytek.tn/tv-maxwell-40-m20-qled-full-hd-recepteur-integre.html,4,599.0
televiseurs,MAXWELL,Gamme unique,profil_descriptif,https://www.mytek.tn/tv-maxwell-43-qled-full-hd-max-q43m20-avec-recepteur-integre.html,1,699.0
televiseurs,MAXWELL,Gamme unique,profil_descriptif,https://www.mytek.tn/tv-maxwell-43-qled-full-hd-max-q43m20-avec-recepteur-integre.html,2,729.0
televiseurs,MAXWELL,Gamme unique,profil_descriptif,https://www.mytek.tn/tv-maxwell-43-qled-full-hd-max-q43m20-avec-recepteur-integre.html,3,729.0
televiseurs,MAXWELL,Gamme unique,profil_descriptif,https://www.mytek.tn/tv-maxwell-43-qled-full-hd-max-q43m20-avec-recepteur-integre.html,4,729.0
televiseurs,MAXWELL,Gamme unique,profil_descriptif,https://www.mytek.tn/tv-maxwell-65-mg60-qled-4k-uhd-google-tv-avec-recepteur-integre.html,1,1999.0
televiseurs,MAXWELL,Gamme unique,profil_descriptif,https://www.mytek.tn/tv-maxwell-65-mg60sb-qled-4k-smart-google-tv-recepteur-integre-avec-barre-de-son-noir.html,1,2189.0
televiseurs,MAXWELL,Gamme unique,profil_descriptif,https://www.mytek.tn/tv-maxwell-65-mg60sb-qled-4k-smart-google-tv-recepteur-integre-avec-barre-de-son-noir.html,2,2189.0
televiseurs,MAXWELL,Gamme unique,profil_descriptif,https://www.mytek.tn/tv-maxwell-65-mg60sb-qled-4k-smart-google-tv-recepteur-integre-avec-barre-de-son-noir.html,3,2189.0
