feature,coefficient,std_err,p_value,pct_effect
taille_ecran,0.4834758924161724,0.008073076539017657,0.0,48.34758924161724
const,0.030217243276010813,0.0005045672836886038,0.0,
cpu_serie,0.017050126778542507,0.03162908503622085,0.589842134531929,1.719630982146736
ram_go,0.010136843465688225,0.0019241065217355548,1.3766447056400292e-07,1.0136843465688226
stockage_go,0.0005813154357206547,0.0001432053730271742,4.9217299731931976e-05,0.058131543572065465
